unit,civil,uncivil,intolerant,threatening,ranking,treat,treatment,pid,rank1,gender,agegroup,racecat_anes,educ,fil_lurker_visit,anger,disgust,pid7
216,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1975-1990,White,College,Every day,30,100,Leaning Democrat
217,1,2,3,4,1234,1,non-group-related control,Independent,civil,Male,Born 1959-1974,White,Postgraduate (e.g. Masters),At least once a week but not every day,40,10,Independent
218,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,Professional degree,Every day,0,0,Strong Democrat
219,4,2,1,3,4213,3,intolerant,Independent,intolerant,Male,Born 1975-1990,White,College,Less often,51,100,Independent
220,2,3,1,4,2314,0,control,Republican,intolerant,Male,Born 1975-1990,White,College,Every day,54,56,Leaning Republican
221,4,2,1,3,4213,0,control,Independent,intolerant,Male,Born 1975-1990,Race other/multiple,College,Every day,51,52,Independent
222,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1975-1990,Black,Postgraduate (e.g. Masters),At least once a week but not every day,64,59,Democrat
223,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,High school graduate,Every day,57,85,Democrat
224,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1959-1974,White,College,Every day,0,1,Democrat
225,4,2,1,3,4213,4,threatening,Democrat,intolerant,Male,Born 1991 or later,Hispanic,Postgraduate (e.g. Masters),Every day,87,93,Democrat
226,4,1,3,2,4132,5,threatening (new),Independent,uncivil,Female,Born 1975-1990,Hispanic,PhD,Every day,51,51,Independent
227,4,1,3,2,4132,5,threatening (new),Republican,uncivil,Male,Born 1975-1990,White,College,Every day,0,19,Leaning Republican
228,4,2,1,3,4213,2,uncivil,Independent,intolerant,Male,Born 1991 or later,White,College,Every day,67,100,Independent
229,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1959-1974,White,College,Every day,0,0,Strong Democrat
230,4,2,1,3,4213,0,control,Republican,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,8,16,Leaning Republican
231,4,2,1,3,4213,0,control,Democrat,intolerant,Male,Born 1975-1990,Race other/multiple,College,Every day,5,29,Leaning Democrat
232,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,100,100,Strong Democrat
233,4,3,1,2,4312,4,threatening,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,100,100,Leaning Democrat
234,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,White,College,Every day,77,100,Democrat
235,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Democrat
236,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,High school graduate,Every day,0,2,Leaning Democrat
237,4,3,1,2,4312,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,White,Professional degree,Every day,32,30,Democrat
238,3,4,1,2,3412,4,threatening,Democrat,intolerant,Male,Born 1975-1990,White,College,Less often,51,50,Strong Democrat
239,1,4,2,3,1423,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Independent
240,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,Postgraduate (e.g. Masters),Every day,50,100,Democrat
241,1,3,2,4,1324,0,control,Republican,civil,Male,Born 1991 or later,White,College,Every day,20,9,Leaning Republican
242,4,2,3,1,4231,5,threatening (new),Independent,threatening,Female,Born 1959-1974,Race other/multiple,"Less than high school,College",Every day,72,67,Independent
243,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,80,100,Strong Democrat
244,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1991 or later,White,College,Every day,100,100,Strong Democrat
245,3,2,1,4,3214,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,Black,Postgraduate (e.g. Masters),Every day,50,50,Leaning Democrat
246,1,2,3,4,1234,1,non-group-related control,Independent,civil,Female,Born 1959-1974,White,High school graduate,Every day,0,0,Independent
247,4,1,3,2,4132,2,uncivil,Republican,uncivil,Male,Born 1975-1990,Hispanic,Postgraduate (e.g. Masters),Every day,85,79,Leaning Republican
248,1,2,3,4,1234,0,control,Independent,civil,Male,Born 1975-1990,Black,High school graduate,Every day,9,1,Independent
249,4,2,3,1,4231,5,threatening (new),Republican,threatening,Male,Born 1943-1958,White,College,At least once a week but not every day,80,80,Leaning Republican
250,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,College,Every day,82,98,Strong Democrat
251,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1991 or later,Hispanic,High school graduate,Every day,60,70,Leaning Democrat
252,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,0,38,Independent
253,3,1,2,4,3124,3,intolerant,Republican,uncivil,Male,Born 1991 or later,White,College,Every day,0,0,Strong Republican
254,3,2,1,4,3214,0,control,Democrat,intolerant,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),At least once a week but not every day,0,20,Democrat
255,4,1,2,3,4123,5,threatening (new),Republican,uncivil,Female,Born 1959-1974,White,College,Every day,51,0,Leaning Republican
256,4,1,2,3,4123,2,uncivil,Independent,uncivil,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),At least once a week but not every day,78,67,Independent
257,4,2,3,1,4231,3,intolerant,Democrat,threatening,Female,Born 1991 or later,Black,High school graduate,At least once a week but not every day,25,55,Democrat
258,4,2,1,3,4213,4,threatening,Republican,intolerant,Male,Born 1991 or later,White,Professional degree,Every day,36,21,Republican
259,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1959-1974,White,High school graduate,Every day,100,100,Leaning Republican
260,4,2,3,1,4231,4,threatening,Democrat,threatening,Male,Born 1975-1990,White,College,Every day,80,100,Democrat
261,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,College,Every day,80,100,Democrat
262,4,2,1,3,4213,0,control,Republican,intolerant,Male,Born 1975-1990,Race other/multiple,College,Every day,76,79,Leaning Republican
263,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,59,86,Strong Democrat
264,1,2,3,4,1234,1,non-group-related control,Republican,civil,Female,Born 1975-1990,White,High school graduate,Every day,0,0,Leaning Republican
265,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,71,77,Democrat
266,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1959-1974,White,College,At least once a week but not every day,100,100,Strong Democrat
267,4,1,2,3,4123,2,uncivil,Republican,uncivil,Female,Born 1991 or later,White,College,Every day,51,58,Leaning Republican
268,4,3,1,2,4312,5,threatening (new),Republican,intolerant,Female,Born 1959-1974,White,College,Every day,30,60,Leaning Republican
269,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,Hispanic,College,Every day,0,0,Strong Democrat
270,4,1,3,2,4132,2,uncivil,Independent,uncivil,Male,Born 1991 or later,Race other/multiple,Professional degree,At least once a week but not every day,70,95,Independent
271,3,2,1,4,3214,0,control,Independent,intolerant,Other,Born 1991 or later,White,"High school graduate,College",Every day,72,88,Independent
272,1,2,4,3,1243,1,non-group-related control,Independent,civil,Male,Born 1959-1974,Black,Professional degree,Every day,5,4,Independent
273,3,1,2,4,3124,3,intolerant,Republican,uncivil,Male,Born 1991 or later,Hispanic,High school graduate,Every day,11,12,Republican
274,4,2,1,3,4213,2,uncivil,Republican,intolerant,Female,Born 1991 or later,White,College,At least once a week but not every day,88,100,Leaning Republican
275,4,2,1,3,4213,3,intolerant,Independent,intolerant,Male,Born 1975-1990,White,High school graduate,Every day,80,100,Independent
276,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1959-1974,White,College,At least once a week but not every day,50,75,Independent
277,1,2,3,4,1234,0,control,Republican,civil,Female,Born 1975-1990,White,College,Every day,44,34,Republican
278,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Male,Born 1959-1974,White,College,Every day,100,100,Strong Democrat
279,1,2,3,4,1234,0,control,Republican,civil,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,0,0,Leaning Republican
280,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,Hispanic,Postgraduate (e.g. Masters),Every day,57,77,Leaning Democrat
281,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1943-1958,White,College,Less often,60,90,Strong Democrat
282,1,2,3,4,1234,1,non-group-related control,Republican,civil,Male,Born 1975-1990,White,College,Every day,0,0,Leaning Republican
283,4,3,2,1,4321,4,threatening,Democrat,threatening,Other,Born 1975-1990,Race other/multiple,College,Every day,61,60,Leaning Democrat
284,4,2,1,3,4213,3,intolerant,Republican,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,31,48,Leaning Republican
285,4,2,3,1,4231,5,threatening (new),Republican,threatening,Male,Born 1991 or later,White,High school graduate,Every day,51,51,Leaning Republican
286,1,3,2,4,1324,1,non-group-related control,Republican,civil,Male,Born 1959-1974,White,Professional degree,At least once a week but not every day,0,0,Leaning Republican
287,4,1,2,3,4123,2,uncivil,Republican,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,1,2,Republican
288,4,2,3,1,4231,5,threatening (new),Republican,threatening,Male,Born 1991 or later,White,College,At least once a week but not every day,67,68,Leaning Republican
289,1,4,3,2,1432,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,College,Every day,0,0,Democrat
290,4,3,1,2,4312,4,threatening,Republican,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,100,100,Leaning Republican
291,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1991 or later,White,High school graduate,Every day,60,100,Independent
292,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,89,90,Strong Democrat
293,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,Black,College,At least once a week but not every day,91,91,Strong Democrat
294,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,41,100,Leaning Democrat
295,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,76,80,Strong Democrat
296,4,2,1,3,4213,3,intolerant,Independent,intolerant,Male,Born 1991 or later,Race other/multiple,College,Every day,38,47,Independent
297,4,3,1,2,4312,2,uncivil,Independent,intolerant,Male,Born 1975-1990,Hispanic,High school graduate,Every day,69,93,Independent
298,4,2,3,1,4231,4,threatening,Independent,threatening,Female,Born 1991 or later,White,High school graduate,At least once a week but not every day,73,100,Independent
299,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Male,Born 1975-1990,White,College,Every day,0,0,Leaning Democrat
300,4,3,1,2,4312,4,threatening,Democrat,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,65,100,Democrat
301,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,0,35,Democrat
302,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Independent
303,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,55,100,Strong Democrat
304,4,2,1,3,4213,2,uncivil,Independent,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,25,21,Independent
305,1,2,3,4,1234,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,High school graduate,At least once a week but not every day,0,0,Independent
306,4,3,2,1,4321,5,threatening (new),Independent,threatening,Female,Born 1959-1974,White,College,A few times a month,79,98,Independent
307,4,1,2,3,4123,3,intolerant,Independent,uncivil,Male,Born 1959-1974,Race other/multiple,College,Every day,85,100,Independent
308,3,2,1,4,3214,0,control,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,61,100,Democrat
309,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1975-1990,White,Less than high school,Every day,100,100,Strong Democrat
310,1,4,2,3,1423,1,non-group-related control,Independent,civil,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,0,0,Independent
311,3,1,2,4,3124,1,non-group-related control,Republican,uncivil,Male,Born 1991 or later,White,College,At least once a week but not every day,0,0,Republican
312,3,1,2,4,3124,2,uncivil,Independent,uncivil,Male,Born 1991 or later,White,Less than high school,Every day,0,0,Independent
313,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,68,65,Democrat
314,4,3,1,2,4312,4,threatening,Democrat,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,87,100,Democrat
315,1,3,2,4,1324,0,control,Independent,civil,Female,Born 1943-1958,White,College,Every day,4,10,Independent
316,4,2,3,1,4231,2,uncivil,Democrat,threatening,Male,Born 1975-1990,Black,College,Every day,74,95,Strong Democrat
317,4,3,2,1,4321,4,threatening,Republican,threatening,Female,Born 1991 or later,White,College,Every day,61,72,Leaning Republican
318,2,4,3,1,2431,5,threatening (new),Republican,threatening,Male,Born 1959-1974,White,High school graduate,At least once a week but not every day,63,28,Leaning Republican
319,1,2,3,4,1234,1,non-group-related control,Republican,civil,Male,Born 1975-1990,White,Professional degree,Every day,0,0,Leaning Republican
320,4,3,2,1,4321,5,threatening (new),Republican,threatening,Female,Born 1959-1974,White,Professional degree,At least once a week but not every day,74,85,Republican
321,4,1,2,3,4123,0,control,Democrat,uncivil,Male,Born 1991 or later,Race other/multiple,College,Every day,95,96,Democrat
322,4,2,3,1,4231,4,threatening,Democrat,threatening,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,100,82,Democrat
323,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,Black,Postgraduate (e.g. Masters),Every day,79,87,Democrat
324,4,2,3,1,4231,4,threatening,Democrat,threatening,Male,Born 1991 or later,White,High school graduate,Every day,95,94,Democrat
325,4,2,1,3,4213,0,control,Republican,intolerant,Male,Born 1991 or later,Hispanic,High school graduate,Every day,0,0,Leaning Republican
326,1,2,4,3,1243,1,non-group-related control,Democrat,civil,Male,Born 1975-1990,Race other/multiple,College,Every day,0,0,Democrat
327,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Male,Born 1991 or later,Black,College,Every day,89,84,Democrat
328,3,1,2,4,3124,3,intolerant,Republican,uncivil,Male,Born 1975-1990,White,College,Every day,4,0,Leaning Republican
329,1,3,2,4,1324,1,non-group-related control,Republican,civil,Female,Born 1975-1990,White,High school graduate,Every day,0,0,Leaning Republican
330,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,Black,Postgraduate (e.g. Masters),Every day,7,18,Democrat
331,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1943-1958,White,College,Every day,100,95,Independent
332,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,20,80,Strong Democrat
333,4,1,2,3,4123,0,control,Democrat,uncivil,Male,Born 1975-1990,Race other/multiple,PhD,Every day,61,80,Leaning Democrat
334,3,2,1,4,3214,2,uncivil,Republican,intolerant,Male,Born 1991 or later,Black,College,Every day,0,7,Strong Republican
335,4,2,1,3,4213,2,uncivil,Independent,intolerant,Male,Born 1991 or later,Black,College,Every day,80,100,Independent
336,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1943-1958,White,Postgraduate (e.g. Masters),At least once a week but not every day,100,100,Leaning Democrat
337,4,3,1,2,4312,2,uncivil,Republican,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,35,76,Strong Republican
338,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,Black,Postgraduate (e.g. Masters),Every day,4,1,Leaning Democrat
339,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,White,Less than high school,Every day,100,100,Strong Democrat
340,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Race other/multiple,High school graduate,Every day,4,6,Strong Democrat
341,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,85,81,Democrat
342,4,2,1,3,4213,5,threatening (new),Independent,intolerant,Male,Born 1943-1958,White,Professional degree,Every day,48,13,Independent
343,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,59,100,Strong Democrat
344,4,1,2,3,4123,4,threatening,Republican,uncivil,Male,Born 1991 or later,White,College,Every day,71,80,Strong Republican
345,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,58,59,Strong Democrat
346,4,1,3,2,4132,5,threatening (new),Democrat,uncivil,Other,Born 1991 or later,White,High school graduate,Less often,30,40,Leaning Democrat
347,4,1,2,3,4123,2,uncivil,Independent,uncivil,Male,Born 1975-1990,White,High school graduate,At least once a week but not every day,40,20,Independent
348,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1975-1990,Race other/multiple,Postgraduate (e.g. Masters),Every day,100,100,Independent
349,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1959-1974,White,College,Every day,17,65,Leaning Democrat
350,3,1,4,2,3142,2,uncivil,Independent,uncivil,Male,Born 1975-1990,Race other/multiple,Postgraduate (e.g. Masters),Every day,19,50,Independent
351,3,1,2,4,3124,0,control,Democrat,uncivil,Female,Born 1943-1958,White,Postgraduate (e.g. Masters),At least once a week but not every day,0,86,Strong Democrat
352,3,2,1,4,3214,0,control,Independent,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,91,100,Independent
353,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1959-1974,White,College,Every day,100,100,Democrat
354,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,42,68,Leaning Democrat
355,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,0,Strong Democrat
356,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1959-1974,White,College,Every day,66,79,Leaning Democrat
357,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,91,100,Strong Democrat
358,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Other,Born 1975-1990,White,Postgraduate (e.g. Masters),At least once a week but not every day,0,0,Democrat
359,3,2,1,4,3214,0,control,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,100,100,Strong Democrat
360,3,1,2,4,3124,2,uncivil,Republican,uncivil,Female,Born 1943-1958,White,High school graduate,Every day,22,51,Republican
361,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,87,100,Democrat
362,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Male,Born 1975-1990,White,High school graduate,Every day,34,69,Leaning Democrat
363,3,2,1,4,3214,0,control,Democrat,intolerant,Male,Born 1943-1958,White,College,Every day,91,100,Democrat
364,4,2,1,3,4213,3,intolerant,Republican,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,65,69,Leaning Republican
365,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Male,Born 1975-1990,Black,High school graduate,Every day,10,6,Democrat
366,3,2,1,4,3214,5,threatening (new),Independent,intolerant,Male,Born 1991 or later,White,College,A few times a month,6,17,Independent
367,4,1,3,2,4132,0,control,Democrat,uncivil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,80,100,Democrat
368,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1975-1990,White,College,Every day,80,90,Leaning Democrat
369,4,1,2,3,4123,2,uncivil,Independent,uncivil,Male,Born 1991 or later,Race other/multiple,College,At least once a week but not every day,20,21,Independent
370,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,90,100,Strong Democrat
371,4,3,1,2,4312,4,threatening,Republican,intolerant,Female,Born 1959-1974,White,High school graduate,Every day,0,0,Republican
372,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Black,Professional degree,Every day,0,0,Democrat
373,4,1,3,2,4132,5,threatening (new),Democrat,uncivil,Female,Born 1991 or later,White,College,Every day,100,100,Democrat
374,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,College,Every day,72,80,Leaning Democrat
375,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,Black,High school graduate,Every day,0,0,Leaning Democrat
376,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,66,70,Leaning Democrat
377,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,50,85,Democrat
378,4,3,1,2,4312,5,threatening (new),Independent,intolerant,Male,Born 1991 or later,White,College,Every day,37,50,Independent
379,1,2,4,3,1243,1,non-group-related control,Republican,civil,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,0,0,Republican
380,2,3,1,4,2314,0,control,Democrat,intolerant,Female,Born 1991 or later,Black,High school graduate,Every day,55,86,Strong Democrat
381,4,1,2,3,4123,2,uncivil,Republican,uncivil,Female,Born 1991 or later,White,College,Every day,41,60,Republican
382,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1975-1990,Race other/multiple,College,Every day,53,52,Leaning Democrat
383,1,3,2,4,1324,1,non-group-related control,Independent,civil,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,0,0,Independent
384,4,2,1,3,4213,0,control,Independent,intolerant,Male,Born 1975-1990,White,College,Every day,70,80,Independent
385,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,92,100,Strong Democrat
386,4,1,2,3,4123,2,uncivil,Independent,uncivil,Male,Born 1943-1958,White,College,Every day,51,51,Independent
387,4,1,3,2,4132,4,threatening,Democrat,uncivil,Female,Born 1991 or later,White,College,Every day,57,80,Democrat
388,4,1,2,3,4123,3,intolerant,Democrat,uncivil,Female,Born 1991 or later,White,"High school graduate,College",Every day,81,100,Strong Democrat
389,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Leaning Democrat
390,4,1,2,3,4123,0,control,Democrat,uncivil,Other,Born 1991 or later,White,Professional degree,Every day,68,60,Strong Democrat
391,4,3,2,1,4321,5,threatening (new),Independent,threatening,Female,Born 1943-1958,White,College,At least once a week but not every day,90,100,Independent
392,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1991 or later,Hispanic,College,Every day,80,100,Strong Democrat
393,4,1,2,3,4123,3,intolerant,Independent,uncivil,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,80,100,Independent
394,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,92,100,Strong Democrat
395,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1975-1990,Race other/multiple,Postgraduate (e.g. Masters),Less often,100,100,Independent
396,1,4,2,3,1423,1,non-group-related control,Republican,civil,Female,Born 1991 or later,White,College,Every day,12,12,Republican
397,4,3,2,1,4321,5,threatening (new),Independent,threatening,Other,Born 1991 or later,White,High school graduate,At least once a week but not every day,62,68,Independent
398,1,3,2,4,1324,2,uncivil,Democrat,civil,Male,Born 1991 or later,White,College,Every day,20,16,Democrat
399,4,3,1,2,4312,3,intolerant,Independent,intolerant,Male,Born 1975-1990,Hispanic,High school graduate,Every day,100,100,Independent
400,1,3,2,4,1324,0,control,Democrat,civil,Male,Born 1975-1990,Hispanic,High school graduate,Every day,0,0,Democrat
401,1,4,3,2,1432,1,non-group-related control,Independent,civil,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,0,0,Independent
402,4,2,1,3,4213,4,threatening,Democrat,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,65,100,Strong Democrat
403,4,1,3,2,4132,5,threatening (new),Republican,uncivil,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,100,100,Leaning Republican
404,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Leaning Democrat
405,4,3,2,1,4321,2,uncivil,Democrat,threatening,Male,Born 1975-1990,White,College,At least once a week but not every day,100,100,Strong Democrat
406,3,2,1,4,3214,3,intolerant,Republican,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,62,63,Leaning Republican
407,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,0,Strong Democrat
408,4,2,1,3,4213,4,threatening,Democrat,intolerant,Female,Born 1991 or later,Race other/multiple,Postgraduate (e.g. Masters),At least once a week but not every day,70,60,Strong Democrat
409,1,2,4,3,1243,0,control,Independent,civil,Male,Born 1975-1990,White,College,Every day,0,0,Independent
410,4,3,2,1,4321,5,threatening (new),Republican,threatening,Male,Born 1991 or later,Hispanic,High school graduate,Less often,21,34,Republican
411,4,3,1,2,4312,2,uncivil,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,80,85,Strong Democrat
412,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Male,Born 1975-1990,White,Professional degree,Every day,80,90,Democrat
413,4,1,2,3,4123,2,uncivil,Republican,uncivil,Female,Born 1991 or later,White,College,Every day,51,36,Strong Republican
414,4,2,3,1,4231,5,threatening (new),Republican,threatening,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Republican
415,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Male,Born 1975-1990,Race other/multiple,College,Every day,0,0,Democrat
416,4,3,1,2,4312,4,threatening,Democrat,intolerant,Female,Born 1991 or later,Hispanic,College,Every day,67,72,Strong Democrat
417,1,2,3,4,1234,0,control,Republican,civil,Male,Born 1991 or later,White,College,Every day,0,0,Strong Republican
418,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1943-1958,White,College,Every day,100,100,Democrat
419,2,3,1,4,2314,0,control,Democrat,intolerant,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,51,60,Leaning Democrat
420,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1975-1990,Race other/multiple,College,Every day,100,100,Independent
421,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,White,PhD,Every day,71,95,Strong Democrat
422,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,100,100,Democrat
423,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,"Professional degree,College",Every day,0,0,Strong Democrat
424,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,41,47,Leaning Democrat
425,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,71,77,Strong Democrat
426,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,65,100,Strong Democrat
427,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,College,At least once a week but not every day,62,87,Democrat
428,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,70,78,Strong Democrat
429,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,100,100,Strong Democrat
430,1,2,3,4,1234,1,non-group-related control,Republican,civil,Male,Born 1975-1990,White,High school graduate,Every day,0,0,Republican
431,1,2,3,4,1234,1,non-group-related control,Independent,civil,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,0,0,Independent
