unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,age,female
974,1,NA,2,3,NA,NA,1-23--,1,35,2
975,1,NA,2,3,NA,NA,1-23--,3,37,2
976,2,NA,1,3,NA,NA,2-13--,5,27,2
977,1,NA,NA,NA,NA,NA,1-----,1,30,2
978,1,NA,2,NA,NA,NA,1-2---,0,35,1
979,2,NA,1,3,NA,NA,2-13--,6,47,3
980,1,NA,2,3,NA,NA,1-23--,4,22,1
981,1,NA,2,3,NA,NA,1-23--,1,41,3
982,1,NA,2,3,NA,NA,1-23--,1,35,3
983,1,NA,2,3,NA,NA,1-23--,7,21,3
984,1,NA,2,3,NA,NA,1-23--,3,28,3
985,1,NA,2,3,NA,NA,1-23--,6,21,2
986,1,NA,NA,NA,NA,NA,1-----,7,50,3
987,1,NA,NA,NA,NA,NA,1-----,6,21,3
988,1,NA,NA,NA,NA,NA,1-----,0,36,3
989,1,NA,2,3,NA,NA,1-23--,4,40,1
990,1,NA,2,3,NA,NA,1-23--,7,30,3
991,1,NA,2,3,NA,NA,1-23--,2,24,4
992,1,NA,2,NA,NA,NA,1-2---,0,31,3
993,1,NA,2,3,NA,NA,1-23--,2,35,3
994,1,NA,2,3,NA,NA,1-23--,1,42,3
995,1,NA,2,3,NA,NA,1-23--,5,31,3
996,1,NA,2,3,NA,NA,1-23--,7,21,3
997,1,NA,2,3,NA,NA,1-23--,0,29,3
998,NA,NA,NA,NA,NA,NA,------,5,35,3
999,1,NA,NA,NA,NA,NA,1-----,4,29,3
1000,1,NA,NA,NA,NA,NA,1-----,7,26,3
1001,NA,NA,NA,NA,NA,NA,------,3,30,3
1002,NA,NA,NA,NA,NA,NA,------,5,25,4
1003,1,NA,2,3,NA,NA,1-23--,2,35,1
1004,NA,NA,NA,NA,NA,NA,------,5,49,1
1005,NA,1,NA,NA,NA,NA,-1----,5,22,3
1006,NA,1,NA,NA,3,2,-1--32,0,36,2
1007,1,NA,NA,NA,NA,NA,1-----,6,27,2
1008,NA,1,NA,NA,NA,NA,-1----,2,43,1
1009,NA,1,NA,NA,NA,NA,-1----,5,24,2
1010,NA,1,NA,NA,NA,NA,-1----,2,62,1
1011,NA,1,NA,NA,NA,NA,-1----,7,32,1
1012,NA,1,NA,NA,3,2,-1--32,4,48,3
1013,NA,1,NA,NA,3,2,-1--32,3,31,2
1014,NA,1,NA,NA,3,2,-1--32,6,50,2
1015,1,NA,2,3,NA,NA,1-23--,5,50,1
1016,1,NA,2,3,NA,NA,1-23--,5,43,4
1017,NA,NA,1,NA,NA,NA,--1---,7,40,3
1018,1,NA,2,3,NA,NA,1-23--,4,43,2
1019,1,NA,2,3,NA,NA,1-23--,5,52,1
1020,NA,1,NA,NA,3,2,-1--32,0,57,2
1021,NA,1,NA,NA,3,2,-1--32,4,37,3
1022,NA,1,NA,NA,3,2,-1--32,7,30,8
1023,NA,NA,NA,NA,NA,NA,------,7,55,2
1024,1,NA,NA,NA,NA,NA,1-----,6,65,3
1025,1,NA,NA,NA,NA,NA,1-----,5,34,6
1026,1,NA,NA,NA,NA,NA,1-----,4,42,2
1027,1,NA,NA,NA,NA,NA,1-----,0,20,2
1028,1,NA,NA,NA,NA,NA,1-----,3,26,2
1029,1,NA,NA,NA,NA,NA,1-----,1,40,1
1030,1,NA,NA,NA,NA,NA,1-----,5,48,3
1031,1,NA,NA,NA,NA,NA,1-----,7,35,2
1032,1,NA,NA,NA,NA,NA,1-----,7,39,2
1033,1,NA,2,NA,NA,NA,1-2---,6,40,1
1034,1,NA,NA,NA,NA,NA,1-----,3,32,4
1035,1,NA,NA,NA,NA,NA,1-----,7,36,3
1036,1,NA,NA,NA,NA,NA,1-----,0,27,3
1037,1,NA,NA,NA,NA,NA,1-----,1,50,3
1038,1,NA,2,3,NA,NA,1-23--,6,32,3
1039,1,NA,NA,NA,NA,NA,1-----,6,25,3
1040,1,NA,NA,NA,NA,NA,1-----,7,65,2
1041,1,NA,NA,NA,NA,NA,1-----,1,35,6
1042,1,NA,NA,NA,NA,NA,1-----,6,42,2
1043,1,NA,NA,NA,NA,NA,1-----,7,60,2
1044,1,NA,NA,NA,NA,NA,1-----,0,42,2
1045,1,NA,NA,NA,NA,NA,1-----,0,37,2
1046,1,NA,NA,NA,NA,NA,1-----,6,40,2
1047,1,NA,NA,NA,NA,NA,1-----,0,30,2
1048,1,NA,NA,NA,NA,NA,1-----,4,23,2
1049,1,NA,NA,NA,NA,NA,1-----,7,52,2
1050,1,NA,NA,NA,NA,NA,1-----,1,22,2
1051,1,NA,NA,NA,NA,NA,1-----,0,21,3
1052,1,NA,2,3,NA,NA,1-23--,3,24,4
1053,2,NA,1,3,NA,NA,2-13--,3,45,3
1054,1,NA,2,3,NA,NA,1-23--,3,36,3
1055,1,NA,2,3,NA,NA,1-23--,5,35,3
1056,1,NA,2,3,NA,NA,1-23--,4,22,5
1057,1,NA,2,3,NA,NA,1-23--,7,35,2
1058,NA,1,NA,NA,3,2,-1--32,0,37,5
1059,1,NA,2,NA,NA,NA,1-2---,4,27,3
1060,NA,1,NA,NA,3,2,-1--32,3,34,5
1061,1,NA,2,3,NA,NA,1-23--,1,50,1
1062,NA,1,NA,NA,3,2,-1--32,6,49,4
1063,1,NA,2,3,NA,NA,1-23--,5,39,5
1064,1,NA,2,3,NA,NA,1-23--,0,45,3
1065,NA,1,NA,NA,2,3,-1--23,5,32,5
1066,NA,1,NA,NA,3,2,-1--32,0,60,3
1067,1,NA,2,3,NA,NA,1-23--,7,57,2
1068,1,NA,2,3,NA,NA,1-23--,4,40,3
1069,NA,1,NA,NA,3,2,-1--32,1,49,3
1070,NA,1,NA,NA,3,2,-1--32,6,60,3
1071,1,NA,2,3,NA,NA,1-23--,7,50,1
1072,NA,1,NA,NA,3,2,-1--32,3,35,3
1073,1,NA,2,3,NA,NA,1-23--,5,44,3
1074,1,NA,2,3,NA,NA,1-23--,2,55,2
1075,NA,1,NA,NA,3,2,-1--32,1,47,3
1076,1,NA,2,3,NA,NA,1-23--,5,61,2
1077,NA,1,NA,NA,3,2,-1--32,6,35,5
1078,1,NA,2,3,NA,NA,1-23--,7,49,4
1079,NA,1,NA,NA,3,2,-1--32,0,39,5
1080,1,NA,2,3,NA,NA,1-23--,7,58,3
1081,1,NA,NA,NA,NA,NA,1-----,0,23,1
1082,NA,1,NA,NA,3,2,-1--32,1,33,2
1083,NA,NA,NA,NA,NA,NA,------,0,55,2
1084,1,NA,2,3,NA,NA,1-23--,5,44,2
1085,1,NA,2,3,NA,NA,1-23--,7,34,3
1086,NA,NA,NA,NA,NA,NA,------,7,43,3
1087,NA,1,NA,NA,3,2,-1--32,7,31,8
1088,NA,1,NA,NA,3,2,-1--32,6,43,1
1089,1,NA,2,3,NA,NA,1-23--,6,45,2
1090,1,NA,NA,NA,NA,NA,1-----,6,37,1
1091,NA,1,NA,NA,2,3,-1--23,3,49,2
1092,NA,1,NA,NA,3,2,-1--32,1,41,2
1093,NA,1,NA,NA,3,2,-1--32,5,42,2
1094,3,NA,1,2,NA,NA,3-12--,6,57,2
1095,1,NA,2,3,NA,NA,1-23--,5,54,2
1096,1,NA,2,3,NA,NA,1-23--,0,57,1
1097,NA,1,NA,NA,3,2,-1--32,4,36,2
1098,1,NA,NA,NA,NA,NA,1-----,2,47,2
1099,2,NA,1,3,NA,NA,2-13--,7,44,2
1100,1,NA,2,3,NA,NA,1-23--,1,47,1
1101,1,NA,2,3,NA,NA,1-23--,4,27,1
1102,1,NA,2,3,NA,NA,1-23--,2,35,2
1103,NA,1,NA,NA,3,2,-1--32,7,49,1
1104,NA,NA,NA,NA,NA,NA,------,6,52,2
1105,1,NA,NA,NA,NA,NA,1-----,7,25,1
1106,3,NA,1,2,NA,NA,3-12--,7,43,2
1107,1,NA,2,3,NA,NA,1-23--,6,45,1
1108,1,NA,2,3,NA,NA,1-23--,5,37,2
1109,NA,1,NA,NA,3,2,-1--32,7,42,2
1110,1,NA,2,3,NA,NA,1-23--,4,50,1
1111,NA,NA,NA,NA,NA,NA,------,4,32,1
1112,1,NA,2,3,NA,NA,1-23--,1,36,1
1113,1,NA,2,3,NA,NA,1-23--,3,34,2
1114,NA,NA,NA,NA,NA,NA,------,3,27,1
1115,NA,1,NA,NA,3,2,-1--32,5,54,3
1116,NA,1,NA,NA,3,2,-1--32,0,48,3
1117,1,NA,2,3,NA,NA,1-23--,7,51,2
1118,1,NA,2,3,NA,NA,1-23--,6,45,3
1119,1,NA,2,3,NA,NA,1-23--,5,37,4
1120,1,NA,2,3,NA,NA,1-23--,7,55,3
1121,1,NA,2,3,NA,NA,1-23--,0,36,3
1122,1,NA,2,3,NA,NA,1-23--,1,25,4
1123,NA,1,NA,NA,3,2,-1--32,6,57,4
1124,NA,1,NA,NA,3,2,-1--32,3,59,5
1125,NA,1,NA,NA,3,2,-1--32,2,41,4
1126,NA,NA,NA,NA,NA,NA,------,1,54,2
1127,NA,1,NA,NA,3,2,-1--32,7,43,3
1128,1,NA,NA,NA,NA,NA,1-----,1,42,3
1129,1,NA,2,3,NA,NA,1-23--,6,58,2
1130,1,NA,2,3,NA,NA,1-23--,7,48,2
1131,1,NA,2,3,NA,NA,1-23--,0,56,2
1132,1,NA,2,3,NA,NA,1-23--,6,45,3
1133,1,NA,2,3,NA,NA,1-23--,0,39,4
1134,1,NA,2,3,NA,NA,1-23--,6,37,2
1135,1,NA,2,3,NA,NA,1-23--,6,42,3
1136,1,NA,2,3,NA,NA,1-23--,4,52,2
1137,NA,1,NA,NA,3,2,-1--32,6,37,5
1138,NA,1,NA,NA,3,2,-1--32,7,43,6
1139,NA,1,NA,NA,3,2,-1--32,6,49,3
1140,NA,1,NA,NA,3,2,-1--32,6,54,2
1141,NA,1,NA,NA,3,2,-1--32,1,32,6
1142,NA,1,NA,NA,NA,2,-1---2,1,32,2
1143,NA,1,NA,NA,3,2,-1--32,7,46,3
1144,1,NA,NA,NA,NA,NA,1-----,7,50,2
1145,NA,1,NA,NA,3,2,-1--32,1,27,2
1146,NA,1,NA,NA,NA,2,-1---2,6,29,1
1147,NA,1,NA,NA,NA,2,-1---2,3,61,2
1148,NA,1,NA,NA,NA,2,-1---2,1,33,4
1149,NA,1,NA,NA,NA,NA,-1----,4,65,1
1150,NA,1,NA,NA,3,2,-1--32,1,25,2
1151,NA,NA,NA,NA,NA,NA,------,7,20,2
1152,NA,1,NA,NA,NA,NA,-1----,4,26,2
1153,NA,1,NA,NA,3,2,-1--32,4,56,2
1154,NA,1,NA,NA,3,2,-1--32,7,34,6
1155,NA,1,NA,NA,3,2,-1--32,1,40,4
1156,NA,1,NA,NA,3,2,-1--32,2,37,2
1157,NA,NA,NA,NA,NA,NA,------,3,20,3
1158,NA,1,NA,NA,NA,NA,-1----,0,45,2
1159,NA,1,NA,NA,NA,NA,-1----,6,21,2
1160,NA,NA,NA,NA,NA,NA,------,5,37,1
1161,NA,1,NA,NA,NA,2,-1---2,3,24,3
1162,1,NA,NA,NA,NA,NA,1-----,6,50,2
1163,NA,1,NA,NA,NA,2,-1---2,4,30,4
1164,1,NA,NA,NA,NA,NA,1-----,2,31,2
1165,NA,1,NA,NA,NA,2,-1---2,5,35,2
1166,NA,1,NA,NA,NA,2,-1---2,6,48,2
1167,1,NA,NA,NA,NA,NA,1-----,3,26,2
1168,1,NA,NA,NA,NA,NA,1-----,6,22,4
1169,NA,2,NA,NA,1,3,-2--13,4,31,3
1170,NA,NA,NA,NA,NA,NA,------,1,22,5
1171,1,NA,NA,NA,NA,NA,1-----,5,29,4
1172,NA,1,NA,NA,NA,2,-1---2,2,43,3
1173,NA,1,NA,NA,NA,2,-1---2,1,53,4
1174,NA,1,NA,NA,NA,2,-1---2,7,30,6
1175,1,NA,NA,NA,NA,NA,1-----,6,34,2
1176,NA,1,NA,NA,NA,2,-1---2,5,24,3
1177,NA,NA,NA,NA,NA,NA,------,7,31,2
1178,NA,1,NA,NA,3,2,-1--32,3,43,2
1179,NA,2,NA,NA,1,NA,-2--1-,7,43,1
1180,NA,1,NA,NA,NA,2,-1---2,2,35,2
1181,NA,2,NA,NA,1,NA,-2--1-,1,30,2
1182,NA,2,NA,NA,1,NA,-2--1-,5,25,2
1183,NA,1,NA,NA,NA,2,-1---2,5,33,3
1184,NA,1,NA,NA,NA,2,-1---2,4,30,3
1185,1,NA,2,NA,NA,NA,1-2---,0,25,1
1186,NA,NA,NA,NA,NA,NA,------,5,23,5
1187,NA,1,NA,NA,NA,2,-1---2,4,30,2
1188,1,NA,NA,NA,NA,NA,1-----,5,27,2
1189,NA,1,NA,NA,NA,2,-1---2,6,27,3
1190,NA,1,NA,NA,NA,2,-1---2,3,28,3
1191,NA,1,NA,NA,NA,2,-1---2,1,38,3
1192,NA,1,NA,NA,NA,2,-1---2,0,45,3
1193,NA,1,NA,NA,2,NA,-1--2-,6,38,2
1194,NA,1,NA,NA,NA,2,-1---2,5,24,5
1195,1,NA,NA,NA,NA,NA,1-----,1,32,2
1196,NA,NA,NA,NA,NA,NA,------,5,44,2
1197,1,NA,NA,NA,NA,NA,1-----,6,33,3
1198,NA,2,NA,NA,1,NA,-2--1-,7,35,3
1199,NA,2,NA,NA,1,NA,-2--1-,3,50,2
1200,NA,2,NA,NA,1,3,-2--13,5,52,1
1201,1,NA,NA,NA,NA,NA,1-----,7,38,3
1202,1,NA,NA,NA,NA,NA,1-----,6,27,2
1203,NA,1,NA,NA,NA,2,-1---2,2,25,2
1204,NA,1,NA,NA,NA,2,-1---2,6,30,1
1205,NA,1,NA,NA,NA,2,-1---2,6,30,1
1206,1,NA,2,NA,NA,NA,1-2---,6,34,2
1207,NA,1,NA,NA,3,2,-1--32,7,25,4
1208,1,NA,2,NA,NA,NA,1-2---,3,45,1
1209,1,NA,2,3,NA,NA,1-23--,6,57,2
1210,1,NA,2,3,NA,NA,1-23--,5,35,5
1211,1,NA,2,NA,NA,NA,1-2---,3,34,3
1212,1,NA,2,3,NA,NA,1-23--,1,25,2
1213,1,NA,2,3,NA,NA,1-23--,3,58,2
1214,1,NA,2,NA,NA,NA,1-2---,1,28,4
1215,NA,1,NA,NA,NA,2,-1---2,5,53,2
1216,1,NA,NA,NA,NA,NA,1-----,5,24,3
1217,1,NA,NA,NA,NA,NA,1-----,3,39,2
1218,1,NA,NA,NA,NA,NA,1-----,0,23,2
1219,1,NA,NA,NA,NA,NA,1-----,3,33,4
1220,1,NA,2,NA,NA,NA,1-2---,5,27,3
1221,1,NA,NA,NA,NA,NA,1-----,6,31,1
1222,NA,NA,1,NA,NA,NA,--1---,7,30,2
1223,1,NA,NA,NA,NA,NA,1-----,6,27,3
1224,1,NA,NA,NA,NA,NA,1-----,6,24,1
1225,1,NA,2,NA,NA,NA,1-2---,1,25,2
1226,1,NA,2,NA,NA,NA,1-2---,5,44,2
1227,NA,NA,NA,NA,NA,NA,------,4,32,1
1228,NA,1,NA,NA,NA,NA,-1----,5,50,2
1229,NA,1,NA,NA,NA,2,-1---2,3,44,2
1230,1,NA,2,NA,NA,NA,1-2---,7,44,2
1231,1,NA,2,NA,NA,NA,1-2---,7,30,2
1232,1,NA,2,NA,NA,NA,1-2---,3,24,3
1233,1,NA,2,3,NA,NA,1-23--,5,40,2
1234,1,NA,2,NA,NA,NA,1-2---,5,47,3
1235,NA,NA,NA,NA,1,NA,----1-,7,29,2
1236,1,NA,2,NA,NA,NA,1-2---,6,53,1
1237,1,NA,2,3,NA,NA,1-23--,1,37,2
1238,1,NA,NA,NA,NA,NA,1-----,5,45,1
1239,1,NA,2,3,NA,NA,1-23--,2,28,2
1240,1,NA,2,NA,NA,NA,1-2---,0,53,2
1241,1,NA,2,3,NA,NA,1-23--,1,32,4
1242,1,NA,2,3,NA,NA,1-23--,4,38,3
1243,1,NA,2,NA,NA,NA,1-2---,0,42,1
1244,NA,1,NA,NA,NA,2,-1---2,6,32,3
1245,2,NA,1,3,NA,NA,2-13--,4,57,2
1246,1,NA,NA,NA,NA,NA,1-----,1,31,1
1247,1,NA,2,3,NA,NA,1-23--,5,38,8
1248,NA,NA,NA,NA,NA,NA,------,5,49,1
1249,1,NA,2,3,NA,NA,1-23--,5,36,2
1250,1,NA,NA,NA,NA,NA,1-----,4,42,2
1251,1,NA,2,3,NA,NA,1-23--,2,44,3
1252,1,NA,2,NA,NA,NA,1-2---,1,50,1
1253,1,NA,2,3,NA,NA,1-23--,3,52,2
1254,1,NA,2,3,NA,NA,1-23--,1,40,4
1255,1,NA,2,3,NA,NA,1-23--,6,53,2
1256,1,NA,2,3,NA,NA,1-23--,7,45,2
1257,NA,NA,NA,NA,NA,NA,------,2,53,1
1258,1,NA,2,3,NA,NA,1-23--,6,26,2
1259,1,NA,2,3,NA,NA,1-23--,7,36,2
1260,1,NA,2,3,NA,NA,1-23--,6,39,2
1261,1,NA,2,3,NA,NA,1-23--,5,43,1
1262,1,NA,2,3,NA,NA,1-23--,2,47,3
1263,1,NA,2,3,NA,NA,1-23--,7,41,1
1264,1,NA,2,3,NA,NA,1-23--,6,56,2
1265,1,NA,NA,NA,NA,NA,1-----,5,34,1
1266,1,NA,2,3,NA,NA,1-23--,4,49,2
1267,1,NA,2,3,NA,NA,1-23--,6,35,2
1268,NA,1,NA,NA,3,2,-1--32,1,29,2
1269,1,NA,2,3,NA,NA,1-23--,6,44,1
1270,NA,NA,NA,NA,NA,NA,------,7,31,1
1271,NA,1,NA,NA,3,2,-1--32,1,31,1
1272,1,NA,NA,NA,NA,NA,1-----,1,22,2
1273,1,NA,NA,NA,NA,NA,1-----,5,26,2
1274,1,NA,2,3,NA,NA,1-23--,4,23,2
1275,1,NA,2,3,NA,NA,1-23--,1,31,2
1276,NA,1,NA,NA,3,2,-1--32,1,42,3
1277,NA,1,NA,NA,3,2,-1--32,7,38,5
1278,NA,1,NA,NA,2,3,-1--23,4,60,2
1279,NA,1,NA,NA,2,3,-1--23,4,57,1
1280,NA,1,NA,NA,3,2,-1--32,4,29,3
1281,1,NA,2,3,NA,NA,1-23--,1,40,1
1282,1,NA,2,3,NA,NA,1-23--,2,36,1
1283,1,NA,NA,NA,NA,NA,1-----,5,47,1
1284,1,NA,2,3,NA,NA,1-23--,5,33,3
1285,1,NA,2,3,NA,NA,1-23--,5,50,2
1286,NA,NA,NA,NA,NA,NA,------,6,50,3
1287,1,NA,2,3,NA,NA,1-23--,6,37,1
1288,1,NA,2,3,NA,NA,1-23--,1,35,8
1289,NA,1,NA,NA,3,2,-1--32,6,37,3
1290,1,NA,2,3,NA,NA,1-23--,1,43,2
1291,1,NA,NA,NA,NA,NA,1-----,1,36,4
1292,1,NA,2,3,NA,NA,1-23--,7,29,2
1293,1,NA,2,3,NA,NA,1-23--,7,32,2
1294,1,NA,2,3,NA,NA,1-23--,5,43,2
1295,1,NA,NA,NA,NA,NA,1-----,7,47,1
1296,1,NA,2,3,NA,NA,1-23--,6,34,3
1297,1,NA,NA,NA,NA,NA,1-----,2,47,1
1298,1,NA,2,3,NA,NA,1-23--,7,56,2
1299,1,NA,2,3,NA,NA,1-23--,1,48,4
1300,1,NA,NA,NA,NA,NA,1-----,5,32,2
1301,1,NA,NA,NA,NA,NA,1-----,5,40,2
1302,1,NA,NA,NA,NA,NA,1-----,6,25,2
1303,1,NA,NA,NA,NA,NA,1-----,6,41,2
1304,1,NA,NA,NA,NA,NA,1-----,7,35,2
1305,1,NA,NA,NA,NA,NA,1-----,7,52,2
1306,1,NA,NA,NA,NA,NA,1-----,1,45,2
1307,1,NA,NA,NA,NA,NA,1-----,6,33,2
1308,1,NA,NA,NA,NA,NA,1-----,7,44,4
1309,1,NA,NA,NA,NA,NA,1-----,6,47,2
1310,1,NA,NA,NA,NA,NA,1-----,3,35,2
1311,1,NA,NA,NA,NA,NA,1-----,6,37,2
1312,1,NA,NA,NA,NA,NA,1-----,2,38,2
1313,1,NA,NA,NA,NA,NA,1-----,5,41,2
1314,1,NA,NA,NA,NA,NA,1-----,0,28,2
1315,1,NA,NA,NA,NA,NA,1-----,1,35,2
1316,1,NA,NA,NA,NA,NA,1-----,7,29,2
1317,1,NA,NA,NA,NA,NA,1-----,7,44,2
1318,1,NA,NA,NA,NA,NA,1-----,1,52,2
1319,1,NA,NA,NA,NA,NA,1-----,5,42,3
1320,1,NA,NA,NA,NA,NA,1-----,5,42,6
1321,1,NA,NA,NA,NA,NA,1-----,7,35,2
1322,1,NA,NA,NA,NA,NA,1-----,6,30,5
1323,1,NA,NA,NA,NA,NA,1-----,3,45,1
1324,1,NA,NA,NA,NA,NA,1-----,6,50,1
1325,1,NA,NA,NA,NA,NA,1-----,1,30,3
1326,1,NA,NA,NA,NA,NA,1-----,7,35,1
1327,1,NA,NA,NA,NA,NA,1-----,5,44,1
1328,1,NA,NA,NA,NA,NA,1-----,7,32,2
1329,1,NA,NA,NA,NA,NA,1-----,4,24,6
1330,1,NA,NA,NA,NA,NA,1-----,0,41,2
1331,1,NA,NA,NA,NA,NA,1-----,3,31,2
1332,1,NA,NA,NA,NA,NA,1-----,5,50,2
1333,1,NA,NA,NA,NA,NA,1-----,6,29,2
1334,1,NA,NA,NA,NA,NA,1-----,3,36,2
1335,1,NA,NA,NA,NA,NA,1-----,5,27,2
1336,1,NA,NA,NA,NA,NA,1-----,3,29,2
1337,1,NA,NA,NA,NA,NA,1-----,1,25,2
1338,1,NA,NA,NA,NA,NA,1-----,4,29,2
1339,1,NA,NA,NA,NA,NA,1-----,5,27,2
1340,1,NA,NA,NA,NA,NA,1-----,7,45,8
1341,1,NA,NA,NA,NA,NA,1-----,0,21,2
1342,1,NA,NA,NA,NA,NA,1-----,7,44,2
1343,1,NA,NA,NA,NA,NA,1-----,6,42,2
1344,1,NA,NA,NA,NA,NA,1-----,5,42,2
1345,1,NA,NA,NA,NA,NA,1-----,7,36,2
1346,1,NA,NA,NA,NA,NA,1-----,3,53,4
1347,1,NA,NA,NA,NA,NA,1-----,6,32,6
1348,1,NA,NA,NA,NA,NA,1-----,5,38,2
1349,1,NA,NA,NA,NA,NA,1-----,1,45,3
1350,1,NA,NA,NA,NA,NA,1-----,0,35,1
1351,1,NA,NA,NA,NA,NA,1-----,1,46,1
1352,1,NA,NA,NA,NA,NA,1-----,0,56,3
1353,1,NA,NA,NA,NA,NA,1-----,5,41,1
1354,1,NA,NA,NA,NA,NA,1-----,7,24,2
1355,1,NA,NA,NA,NA,NA,1-----,4,35,2
1356,1,NA,NA,NA,NA,NA,1-----,7,56,2
1357,1,NA,NA,NA,NA,NA,1-----,7,49,2
1358,1,NA,NA,NA,NA,NA,1-----,4,32,2
1359,1,NA,NA,NA,NA,NA,1-----,4,42,3
1360,1,NA,NA,NA,NA,NA,1-----,1,35,2
1361,1,NA,NA,NA,NA,NA,1-----,2,30,3
1362,1,NA,NA,NA,NA,NA,1-----,7,37,2
1363,1,NA,NA,NA,NA,NA,1-----,5,23,3
1364,1,NA,NA,NA,NA,NA,1-----,7,25,3
1365,1,NA,NA,NA,NA,NA,1-----,4,42,2
1366,1,NA,2,NA,NA,NA,1-2---,2,29,3
1367,1,NA,NA,NA,NA,NA,1-----,2,56,1
1368,1,NA,NA,NA,NA,NA,1-----,3,63,2
1369,1,NA,NA,NA,NA,NA,1-----,0,27,3
1370,1,NA,2,NA,NA,NA,1-2---,7,32,4
1371,1,NA,NA,NA,NA,NA,1-----,3,43,2
1372,1,NA,NA,NA,NA,NA,1-----,6,40,2
1373,1,NA,NA,NA,NA,NA,1-----,6,40,2
1374,1,NA,NA,NA,NA,NA,1-----,5,62,1
1375,1,NA,NA,NA,NA,NA,1-----,3,35,3
1376,1,NA,NA,NA,NA,NA,1-----,0,60,1
1377,1,NA,NA,NA,NA,NA,1-----,6,62,6
1378,1,NA,2,NA,NA,NA,1-2---,6,30,4
1379,1,NA,NA,NA,NA,NA,1-----,1,44,1
1380,1,NA,NA,NA,NA,NA,1-----,6,36,2
1381,1,NA,NA,NA,NA,NA,1-----,0,52,2
1382,1,NA,NA,NA,NA,NA,1-----,6,25,2
1383,1,NA,NA,NA,NA,NA,1-----,1,26,2
1384,1,NA,NA,NA,NA,NA,1-----,7,24,2
1385,1,NA,NA,NA,NA,NA,1-----,7,32,3
1386,1,NA,NA,NA,NA,NA,1-----,5,42,3
1387,1,NA,NA,NA,NA,NA,1-----,3,34,2
1388,1,NA,NA,NA,NA,NA,1-----,7,47,2
1389,1,NA,NA,NA,NA,NA,1-----,0,40,2
1390,1,NA,NA,NA,NA,NA,1-----,7,36,2
1391,1,NA,NA,NA,NA,NA,1-----,5,38,2
1392,1,NA,NA,NA,NA,NA,1-----,0,33,1
1393,1,NA,NA,NA,NA,NA,1-----,1,37,2
1394,1,NA,NA,NA,NA,NA,1-----,7,40,2
1395,1,NA,NA,NA,NA,NA,1-----,5,42,2
1396,1,NA,NA,NA,NA,NA,1-----,5,43,2
1397,1,NA,NA,NA,NA,NA,1-----,6,40,2
1398,1,NA,NA,NA,NA,NA,1-----,5,22,3
1399,1,NA,NA,NA,NA,NA,1-----,1,22,2
1400,1,NA,NA,NA,NA,NA,1-----,3,30,2
1401,1,NA,NA,NA,NA,NA,1-----,7,38,3
1402,1,NA,NA,NA,NA,NA,1-----,7,26,2
1403,1,NA,NA,NA,NA,NA,1-----,7,42,1
1404,1,NA,2,3,NA,NA,1-23--,6,39,3
1405,1,NA,2,3,NA,NA,1-23--,5,45,2
1406,1,NA,2,3,NA,NA,1-23--,5,60,2
1407,1,NA,2,NA,NA,NA,1-2---,1,41,5
1408,1,NA,2,3,NA,NA,1-23--,3,55,1
1409,1,NA,2,3,NA,NA,1-23--,2,53,2
1410,NA,1,NA,NA,3,2,-1--32,7,44,5
1411,NA,1,NA,NA,3,2,-1--32,1,31,4
1412,NA,1,NA,NA,2,3,-1--23,6,50,1
1413,NA,1,NA,NA,2,3,-1--23,5,27,2
1414,1,NA,2,3,NA,NA,1-23--,4,37,2
1415,1,NA,2,3,NA,NA,1-23--,6,38,1
1416,1,NA,2,3,NA,NA,1-23--,5,27,2
1417,1,NA,2,3,NA,NA,1-23--,6,42,3
1418,1,NA,2,3,NA,NA,1-23--,0,41,2
1419,1,NA,2,3,NA,NA,1-23--,7,33,2
1420,1,NA,2,3,NA,NA,1-23--,2,52,2
1421,1,NA,2,3,NA,NA,1-23--,1,39,2
1422,NA,NA,NA,NA,NA,NA,------,0,24,2
1423,1,NA,2,3,NA,NA,1-23--,0,35,1
1424,1,NA,2,3,NA,NA,1-23--,4,32,1
1425,1,NA,2,3,NA,NA,1-23--,5,43,2
1426,1,NA,2,3,NA,NA,1-23--,6,53,1
1427,1,NA,2,3,NA,NA,1-23--,3,45,8
1428,1,NA,2,3,NA,NA,1-23--,3,32,2
1429,1,NA,2,3,NA,NA,1-23--,5,36,2
1430,NA,1,NA,NA,3,2,-1--32,0,39,2
1431,NA,NA,NA,NA,NA,NA,------,6,59,1
1432,1,NA,NA,NA,NA,NA,1-----,1,43,2
1433,1,NA,2,3,NA,NA,1-23--,7,57,1
1434,1,NA,2,3,NA,NA,1-23--,1,30,2
1435,1,NA,2,NA,NA,NA,1-2---,0,38,3
1436,1,NA,2,3,NA,NA,1-23--,5,52,3
1437,1,NA,2,3,NA,NA,1-23--,6,41,2
1438,1,NA,2,3,NA,NA,1-23--,6,35,4
1439,1,NA,2,3,NA,NA,1-23--,7,55,3
1440,1,NA,2,3,NA,NA,1-23--,5,49,3
1441,NA,1,NA,NA,3,2,-1--32,3,28,5
1442,NA,1,NA,NA,2,3,-1--23,1,25,3
1443,NA,1,NA,NA,3,2,-1--32,6,39,4
1444,1,NA,2,3,NA,NA,1-23--,1,28,8
1445,1,NA,2,3,NA,NA,1-23--,6,46,3
