unit,adachi,aliotopier,avalos,chiu,dufty,hall,herrera,lee,rees,ting,yee,ranking,treat,race,gender,party,age,educ,income,ideo,interest,retro
1171,NA,1,NA,NA,2,NA,NA,NA,3,NA,NA,-1--2---3--,4,3,2,2,2,3,1,7,1,4
1172,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,0,1,2,2,3,3,6,3,3,4
1173,2,NA,NA,NA,NA,NA,1,NA,3,NA,NA,2-----1-3--,2,1,1,2,3,2,4,5,1,3
1174,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3-2---1----,4,1,1,2,1,3,2,2,2,3
1175,NA,NA,2,NA,NA,NA,1,NA,3,NA,NA,--2---1-3--,0,1,1,2,3,3,5,2,1,4
1176,NA,NA,NA,NA,NA,NA,1,NA,2,NA,3,------1-2-3,1,1,2,2,2,3,6,5,2,3
1177,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,3,1,1,2,4,4,5,1,1,4
1178,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1--2--3----,3,1,1,2,4,4,5,3,2,2
1179,NA,NA,NA,2,NA,3,NA,1,NA,NA,NA,---2-3-1---,3,1,1,2,3,4,6,5,2,3
1180,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,--2---1---3,4,1,1,2,3,4,6,1,2,3
1181,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,-2-3---1---,4,1,1,2,3,2,6,2,1,3
1182,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1-----32---,0,6,1,1,4,4,6,7,2,4
1183,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,----2-31---,1,5,1,2,3,4,3,4,1,2
1184,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,---13-2----,4,1,2,2,3,4,5,3,2,2
1185,NA,NA,NA,NA,1,NA,2,NA,NA,NA,3,----1-2---3,4,1,3,2,2,3,1,3,2,4
1186,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,--31--2----,2,1,1,2,1,3,3,4,2,2
1187,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2--3--1----,1,1,1,2,2,4,6,2,3,3
1188,NA,NA,2,1,NA,NA,NA,3,NA,NA,NA,--21---3---,0,4,2,2,2,3,6,2,1,2
1189,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,--21-------,3,1,1,2,3,4,3,2,2,3
1190,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,-3-2---1---,0,1,2,2,3,4,6,4,2,1
1191,NA,3,NA,NA,NA,NA,2,NA,NA,NA,1,-3----2---1,2,1,1,2,3,3,6,6,2,3
1192,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,--1---23---,3,1,2,2,2,4,6,5,3,99
1193,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,4,2,2,3,2,3,4,2,2
1194,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,------1----,4,NA,99,NA,99,99,99,99,99,99
1195,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,2,3,4,4,5,1,1,3
1196,2,NA,NA,NA,NA,NA,3,1,NA,NA,NA,2-----31---,0,1,1,3,3,4,6,5,2,3
1197,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,------2---1,3,1,1,NA,3,2,4,2,2,3
1198,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,1,2,2,3,3,6,5,2,3
1199,NA,NA,NA,2,NA,NA,1,3,NA,NA,NA,---2--13---,3,1,1,3,2,4,6,3,2,2
1200,NA,3,NA,NA,NA,NA,2,NA,NA,NA,1,-3----2---1,1,1,2,2,3,2,3,3,2,2
1201,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2-13-------,4,3,1,2,1,3,2,2,2,4
1202,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,3,2,2,1,2,99,2,2,4
1203,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,------12---,3,4,1,3,2,3,5,2,2,2
1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,NA,99,NA,99,99,99,99,99,99
1205,NA,NA,2,1,NA,NA,NA,NA,NA,NA,3,--21------3,4,6,2,2,2,4,5,2,2,3
1206,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,0,1,2,2,2,3,4,3,2,3
1207,2,NA,NA,NA,NA,NA,3,1,NA,NA,NA,2-----31---,2,1,2,2,4,4,6,4,1,2
1208,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,---23--1---,3,4,1,2,2,3,1,2,1,3
1209,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1,------23--1,3,1,1,2,3,3,6,1,2,3
1210,NA,NA,3,NA,NA,NA,2,1,NA,NA,NA,--3---21---,3,1,1,2,3,4,4,2,2,3
1211,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,----3-21---,0,4,2,NA,2,3,3,4,2,3
1212,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,-3-21------,4,1,3,2,3,2,3,2,2,3
1213,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,2,1,2,2,3,3,6,3,1,2
1214,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,--1-------2,2,1,1,4,2,3,1,99,1,88
1215,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,--------1--,3,3,2,4,4,3,1,2,2,2
1216,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,3,2,2,2,4,4,1,1,3
1217,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,--1-------2,4,NA,88,4,3,4,3,88,1,4
1218,NA,NA,1,2,NA,NA,NA,3,NA,NA,NA,--12---3---,4,3,2,3,1,1,1,2,3,4
1219,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,--12-------,0,3,2,NA,3,4,2,4,2,3
1220,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,1,2,2,4,2,5,1,2,3
1221,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,2,1,1,3,1,1,3,4,2,3
1222,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,--2-------1,3,1,2,2,4,4,3,1,2,3
1223,NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,--12--3----,1,1,1,4,2,3,3,1,2,88
1224,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,--2---1---3,1,1,1,2,3,4,6,3,2,3
1225,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,---13--2---,1,1,1,2,4,4,99,2,1,2
1226,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,---13--2---,2,1,2,2,4,4,6,3,2,2
1227,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,2,1,2,2,4,4,6,3,1,1
1228,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,----2-31---,2,NA,1,2,3,4,6,1,2,2
1229,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,--12------3,4,1,2,2,2,3,4,2,1,3
1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,6,1,4,3,4,5,99,3,2
1231,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,---3---1--2,1,4,1,1,3,3,4,3,2,2
1232,NA,2,NA,NA,NA,NA,1,NA,NA,NA,3,-2----1---3,0,6,2,2,2,4,4,4,2,4
1233,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,1,2,2,3,4,5,3,99,2
1234,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,3,NA,1,2,1,3,6,2,2,3
1235,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,1,1,1,3,3,4,6,6,1,3
1236,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,1---3-2----,0,5,1,2,2,3,4,3,2,3
1237,NA,NA,NA,NA,NA,NA,2,1,NA,NA,3,------21--3,4,1,1,2,3,4,5,3,2,2
1238,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,------31---,0,5,2,2,3,4,2,1,3,3
1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,2,1,1,3,2,2,2,1,2,3
1240,NA,2,NA,1,NA,NA,NA,3,NA,NA,NA,-2-1---3---,3,2,1,3,2,4,6,6,1,4
1241,NA,NA,3,NA,NA,NA,2,1,NA,NA,NA,--3---21---,3,3,2,2,1,4,4,2,1,2
1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,NA,99,NA,99,99,99,99,99,99
1243,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,3---2--1---,1,1,1,2,3,3,3,4,2,3
1244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,2,6,2,2,4,4,1,6,1,3
1245,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,-3-2---1---,4,1,2,2,4,2,6,5,2,1
1246,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,4,1,1,2,4,4,6,4,1,1
1247,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,2,5,2,2,2,4,5,1,1,3
1248,NA,2,NA,NA,3,NA,NA,1,NA,NA,NA,-2--3--1---,0,1,2,2,3,4,6,5,1,2
1249,NA,NA,3,NA,NA,NA,1,2,NA,NA,NA,--3---12---,3,1,2,2,4,3,5,3,1,2
1250,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,1-3---2----,1,5,2,3,1,4,4,5,3,3
1251,NA,3,NA,NA,2,NA,1,NA,NA,NA,NA,-3--2-1----,3,NA,99,NA,99,99,99,99,99,99
1252,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,---1--2---3,4,1,2,2,3,3,6,4,2,3
1253,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,-2-31------,3,NA,1,2,3,4,4,2,1,3
1254,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1,-23-------1,2,6,2,3,2,2,2,4,3,3
1255,NA,NA,NA,NA,3,NA,2,NA,NA,NA,1,----3-2---1,0,1,1,2,4,3,6,3,1,3
1256,3,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3--1---2---,1,4,1,NA,2,2,1,4,3,3
1257,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,--231------,1,1,2,2,3,2,4,2,1,2
1258,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,2,2,4,2,6,2,1,2
1259,NA,NA,NA,3,NA,NA,1,2,NA,NA,NA,---3--12---,1,1,1,2,3,4,4,4,2,3
1260,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,-2----1----,2,3,1,2,99,2,4,2,2,4
1261,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,0,1,2,2,2,3,6,3,3,4
1262,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3---------2,3,1,1,3,3,1,2,1,3,2
1263,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1--3------2,2,3,2,2,3,88,3,4,2,3
1264,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,32-----1---,3,1,2,2,2,3,99,99,99,3
1265,NA,1,NA,NA,NA,NA,NA,3,NA,NA,2,-1-----3--2,2,5,2,2,3,2,3,4,3,4
1266,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,1,2,2,4,4,4,1,2,3
1267,NA,NA,1,NA,2,NA,NA,NA,NA,NA,3,--1-2-----3,4,NA,99,NA,99,99,99,99,99,99
1268,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,--2-1-3----,1,1,1,2,1,3,2,3,3,3
1269,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,--2---1----,1,1,2,2,1,4,1,2,3,2
1270,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,-21---3----,2,3,2,2,3,3,5,2,2,3
1271,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,1,1,2,3,2,4,4,2,3
1272,NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,--32---1---,4,NA,99,NA,99,99,99,99,99,99
1273,NA,NA,NA,NA,1,NA,3,NA,NA,NA,2,----1-3---2,0,NA,99,NA,99,99,99,99,99,99
1274,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,NA,99,NA,99,99,99,99,99,99
1275,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,2,NA,99,NA,99,99,99,99,99,99
1276,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,4,3,1,NA,3,2,2,4,3,3
1277,NA,NA,3,NA,NA,NA,2,NA,NA,NA,1,--3---2---1,3,1,1,2,3,3,99,3,2,3
1278,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,-1-----2---,3,3,1,2,2,2,3,99,1,4
1279,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2--31------,1,1,2,2,3,3,5,4,3,3
1280,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1---------,0,3,2,2,2,3,3,4,2,99
1281,NA,1,2,NA,NA,NA,NA,NA,NA,3,NA,-12------3-,0,NA,99,NA,99,99,99,99,99,99
1282,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,----1--2---,1,1,1,2,99,2,4,4,2,3
1283,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,NA,99,NA,99,99,99,99,99,99
1284,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,0,3,2,NA,3,1,99,99,2,99
1285,NA,NA,3,NA,NA,NA,1,NA,NA,NA,2,--3---1---2,3,3,2,2,3,3,3,4,99,2
1286,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,4,3,2,2,2,3,4,2,3,3
1287,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,3,3,1,3,4,4,3,3,1,3
1288,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,2,3,2,2,1,2,99,1,3,3
1289,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,----3-21---,1,1,2,2,3,4,5,3,2,2
1290,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2---------1,2,NA,2,2,3,3,4,3,2,3
1291,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,--2-------1,0,NA,2,4,99,3,99,99,2,3
1292,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,3,1,3,3,3,3,2,3,3
1293,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,--13------2,0,1,2,4,3,4,4,1,2,2
1294,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-------1--2,4,1,1,2,2,3,5,6,2,3
1295,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,3,2,3,3,3,99,99,99,3
1296,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,--2----1---,4,NA,2,2,2,4,5,4,2,3
1297,NA,NA,3,NA,NA,NA,1,NA,NA,NA,2,--3---1---2,3,6,2,2,1,3,1,3,2,3
1298,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,NA,1,NA,2,2,1,99,2,3
1299,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,----2--1---,3,5,2,NA,2,2,6,4,1,2
1300,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1-23-------,3,5,1,3,2,4,6,1,1,3
1301,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,--3-----2--,4,1,2,2,2,3,2,4,2,3
1302,2,NA,NA,NA,NA,NA,NA,3,NA,NA,1,2------3--1,2,5,2,1,4,3,2,4,2,3
1303,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,4,1,2,2,3,4,4,2,2,2
1304,NA,NA,3,NA,NA,NA,1,NA,NA,NA,2,--3---1---2,4,1,2,2,3,4,5,3,3,2
1305,NA,NA,NA,NA,NA,NA,1,2,NA,NA,3,------12--3,3,1,1,2,3,3,5,3,2,3
1306,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,------1----,3,1,1,2,3,2,6,2,2,2
1307,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2--3--1----,4,1,1,3,2,3,6,1,1,3
1308,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2-31-------,1,6,1,2,3,2,4,3,3,2
1309,NA,NA,1,2,NA,NA,NA,3,NA,NA,NA,--12---3---,3,1,2,2,2,4,5,1,1,2
1310,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3-2-------1,1,1,1,2,2,2,2,1,2,2
1311,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,--1-2-3----,0,1,2,2,3,3,5,2,2,3
1312,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,-2-3---1---,0,1,2,2,2,4,2,1,2,3
1313,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,4,1,2,2,3,4,3,4,2,3
1314,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,1,2,2,2,3,6,3,2,99
1315,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,3,1,2,2,2,3,3,1,1,3
1316,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,1,1,2,2,4,6,5,2,2
1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,1,NA,99,NA,99,99,99,99,99,99
1318,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,4,3,1,2,4,4,6,3,1,2
1319,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,2,NA,99,NA,99,99,99,99,99,99
1320,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,NA,99,NA,99,99,99,99,99,99
1321,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,--1---32---,2,1,1,3,2,99,3,4,2,2
1322,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,12----3----,2,NA,1,3,4,88,88,2,99,4
1323,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,--2-3-----1,0,3,2,2,3,1,3,4,3,2
1324,NA,NA,NA,NA,1,NA,NA,2,NA,NA,3,----1--2--3,2,3,2,2,1,3,3,1,2,2
1325,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,3,1,2,2,1,3,2,2,3,4
1326,NA,NA,2,NA,NA,NA,3,NA,NA,NA,1,--2---3---1,2,3,1,2,3,2,3,4,3,3
1327,NA,NA,NA,NA,3,NA,NA,NA,2,NA,1,----3---2-1,1,5,1,2,1,2,2,3,1,3
1328,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,-3-2--1----,0,1,1,2,3,4,6,3,2,3
1329,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,-3-2--1----,1,1,2,2,3,3,5,4,1,2
1330,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,2,1,2,3,1,3,1,1,2,99
1331,NA,NA,NA,NA,1,NA,2,3,NA,NA,NA,----1-23---,4,NA,99,NA,99,99,99,99,99,99
1332,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA,--2-3-1----,4,NA,1,NA,2,2,6,99,2,3
1333,NA,NA,2,NA,NA,NA,3,1,NA,NA,NA,--2---31---,3,NA,99,NA,99,99,99,99,99,99
1334,NA,NA,2,NA,1,NA,NA,NA,NA,NA,3,--2-1-----3,2,1,2,2,3,3,4,2,2,3
1335,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,-------1--3,0,1,2,2,1,4,1,2,2,99
1336,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,NA,2,3,2,4,3,1,3,3
1337,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,1,2,2,2,3,3,2,2
1338,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,--2---1----,2,NA,99,NA,99,99,99,99,99,99
1339,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1---------,1,NA,99,NA,99,99,99,99,99,99
1340,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,4,1,2,2,1,4,1,2,2,3
1341,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2,-3------1-2,3,1,2,1,4,1,2,6,3,3
1342,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2------13--,1,4,2,2,2,4,6,3,2,3
1343,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,0,4,2,2,2,4,5,2,2,3
1344,NA,NA,NA,NA,3,1,NA,NA,2,NA,NA,----31--2--,3,1,1,2,2,3,3,2,3,4
1345,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,1,2,2,1,4,2,1,2,2
1346,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,------12---,1,NA,99,NA,99,99,99,99,99,99
1347,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,1-----32---,4,1,1,2,2,4,2,3,2,2
1348,NA,3,NA,NA,1,NA,NA,2,NA,NA,NA,-3--1--2---,2,NA,2,2,3,99,99,99,99,4
1349,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,3,3,2,2,1,1,2,2,2,3
1350,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,1,3,2,4,4,1,1,4
1351,1,NA,NA,NA,NA,NA,2,NA,NA,3,NA,1-----2--3-,0,6,2,3,2,3,4,4,1,3
1352,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,213--------,4,2,2,2,3,3,3,4,2,3
1353,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,3,1,1,3,1,3,3,2,2,3
1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,1,1,2,1,4,1,4,2,3
1355,1,NA,NA,NA,NA,NA,2,NA,NA,3,NA,1-----2--3-,1,1,1,2,2,2,2,3,3,4
1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,0,NA,2,NA,1,4,99,99,3,99
1357,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,--2--------,2,1,1,3,4,2,1,2,1,3
1358,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,5,2,2,1,4,2,3,3,3
1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,4,1,3,1,3,2,5,3,4
1360,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,3,1,1,3,3,2,4,4,2,2
1361,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,1,3,2,2,1,3,2,2,99,3
1362,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,0,1,2,3,1,3,2,1,2,4
1363,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,2,1,2,3,2,2,2,3,2
1364,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,--12-------,2,1,1,3,1,3,2,1,2,2
1365,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,4,1,2,3,3,3,4,3,1,3
1366,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2-1---3----,1,2,2,2,2,4,6,2,3,2
1367,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,1,1,2,2,3,6,3,2,3
1368,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,2,1,2,2,2,4,6,2,1,3
1369,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2-3---1----,0,1,1,3,2,3,4,2,2,3
1370,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,--2-3-----1,2,1,2,2,1,2,2,6,2,3
1371,NA,NA,NA,1,NA,NA,NA,3,2,NA,NA,---1---32--,1,1,1,2,1,4,3,4,1,3
1372,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,21---3-----,3,1,1,3,4,4,3,6,2,4
1373,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,4,1,1,2,3,2,2,2,2,3
1374,NA,1,NA,NA,NA,NA,NA,2,3,NA,NA,-1-----23--,0,1,2,2,2,3,6,3,2,2
1375,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,3,6,2,2,2,2,1,2,3,3
1376,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1-2-------3,0,2,1,2,3,2,3,4,3,3
1377,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,--12-------,4,1,1,2,1,4,4,2,3,3
1378,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA,--13-----2-,1,3,1,2,2,3,3,3,2,3
1379,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,2-1-3------,2,NA,99,NA,99,99,99,99,99,99
1380,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,--2----1---,3,1,1,2,2,4,3,4,2,2
1381,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,4,1,2,2,1,3,2,4,3,3
1382,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,--21-------,1,1,2,2,2,3,3,1,2,3
1383,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,1,2,1,2,1,3,2,3
1384,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2--3--1----,2,1,2,3,2,3,2,2,2,3
1385,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,3,1,2,2,2,4,6,1,3,3
1386,NA,NA,1,2,NA,NA,NA,3,NA,NA,NA,--12---3---,4,1,1,2,3,4,3,2,88,99
1387,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,-3-1-----2-,2,1,1,3,2,4,6,4,3,3
1388,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,----3-21---,0,1,1,3,4,2,2,4,1,3
1389,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,32-----1---,2,1,1,2,3,3,6,3,2,3
1390,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,4,1,3,4,3,6,4,2,3
1391,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,0,1,1,1,2,3,4,7,1,4
1392,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,1,1,2,3,1,4,2,3,3,99
1393,NA,2,NA,NA,NA,NA,NA,1,NA,NA,3,-2-----1--3,4,1,2,2,4,4,5,4,2,2
1394,NA,2,NA,NA,NA,NA,1,NA,3,NA,NA,-2----1-3--,2,1,2,2,4,2,4,4,1,3
1395,NA,2,NA,NA,NA,NA,1,NA,3,NA,NA,-2----1-3--,2,1,1,2,4,3,5,3,2,3
1396,NA,NA,NA,NA,NA,NA,2,NA,NA,1,3,------2--13,0,3,1,2,2,4,2,3,2,3
1397,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-2--------1,1,NA,99,NA,99,99,99,99,99,99
1398,NA,NA,NA,3,NA,NA,2,NA,1,NA,NA,---3--2-1--,1,1,2,2,2,3,3,5,2,4
1399,NA,NA,NA,3,NA,NA,1,NA,NA,NA,2,---3--1---2,4,1,2,3,4,2,2,2,2,2
1400,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,--1---32---,1,1,2,2,4,3,2,1,1,1
1401,NA,NA,NA,1,NA,NA,NA,3,2,NA,NA,---1---32--,2,1,2,2,4,2,99,3,1,2
1402,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,----2-1----,4,1,1,3,2,4,5,4,1,4
