unit,defense,economicdevelopment,socialstability,democracy,corruption,incomeinequality,environment,ranking,treat,historical,powerful,valuable,island,age,income,han,male,eastern,central,rural,college,soe,ccp,socialstatus,news
236,4,NA,NA,NA,NA,NA,NA,4------,8,0,0,0,1,53,4,1,0,1,0,0,1,1,0,4,2
237,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,41,3,1,1,1,0,0,1,1,0,5,4
238,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,26,4,1,1,1,0,0,1,0,0,5,3
239,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,32,5,1,1,1,0,0,1,0,0,6,3
240,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,33,5,1,0,1,0,0,1,0,0,6,3
241,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,31,5,1,1,1,0,0,1,0,0,6,3
242,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,28,1,1,0,1,0,0,1,0,0,2,2
243,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,25,1,1,0,1,0,0,1,1,1,6,2
244,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,32,4,1,0,1,0,0,1,1,0,4,3
245,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,51,3,1,0,1,0,1,0,1,0,8,3
246,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,34,3,1,0,1,0,0,1,0,0,5,2
247,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,29,5,1,1,1,0,0,1,0,1,6,3
248,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,32,6,1,0,1,0,0,1,0,0,7,3
249,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,28,5,1,0,1,0,0,1,0,0,8,3
250,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,34,7,1,1,1,0,1,1,0,0,7,3
251,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,64,3,1,1,1,0,0,0,0,0,3,2
252,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,32,3,1,0,0,0,1,0,0,0,5,2
253,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,49,7,1,0,1,0,0,1,0,1,7,3
254,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,36,4,1,1,1,0,0,1,0,0,6,4
255,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,28,3,1,0,1,0,1,0,0,0,6,3
256,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,34,4,1,0,1,0,1,0,0,0,3,2
257,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,20,2,1,0,0,1,0,0,0,0,4,3
258,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,50,4,1,1,0,1,0,1,0,0,6,4
259,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,67,4,1,0,1,0,0,1,0,0,8,4
260,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,44,5,1,1,1,0,0,1,1,0,6,4
261,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,45,5,1,1,1,0,0,1,1,0,6,2
262,5,NA,NA,NA,NA,NA,NA,5------,3,1,1,0,0,33,4,1,1,1,0,0,0,0,0,3,2
263,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,28,2,1,1,0,1,1,0,0,0,7,3
264,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,38,2,1,1,1,0,0,0,0,0,0,2
265,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,45,6,1,1,1,0,0,1,1,0,5,2
266,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,26,1,1,0,1,0,0,1,1,1,4,3
267,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,37,5,1,0,1,0,0,1,1,1,5,4
268,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,21,NA,1,0,1,0,1,1,0,0,3,3
269,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,38,2,1,1,1,0,0,0,0,0,2,2
270,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,30,5,1,1,1,0,0,1,0,0,7,3
271,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,23,NA,1,0,1,0,0,1,0,1,4,2
272,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,43,3,1,1,1,0,0,0,1,0,5,3
273,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,43,3,1,0,1,0,0,1,1,0,5,3
274,5,NA,NA,NA,NA,NA,NA,5------,9,1,0,0,1,41,3,1,0,0,0,0,1,1,0,6,3
275,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,62,3,1,0,1,0,0,0,1,1,5,3
276,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,33,4,1,1,1,0,0,1,1,0,7,3
277,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,33,5,1,0,1,0,0,1,0,0,7,3
278,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,39,6,1,0,1,0,0,1,0,0,7,3
279,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,30,5,1,1,1,0,0,1,1,0,7,4
280,5,NA,NA,NA,NA,NA,NA,5------,9,1,0,0,1,39,3,1,1,0,0,0,1,1,1,3,3
281,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,33,3,1,1,1,0,0,1,1,1,4,3
282,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,22,2,1,0,0,1,0,1,0,0,5,3
283,6,NA,NA,NA,NA,NA,NA,6------,8,0,0,0,1,22,2,1,0,1,0,0,1,0,0,2,3
284,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,51,4,1,1,0,1,0,1,1,1,6,3
285,5,NA,NA,NA,NA,NA,NA,5------,12,0,0,1,1,48,3,1,1,1,0,0,0,0,0,4,3
286,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,29,3,1,1,1,0,0,1,0,0,2,3
287,5,NA,NA,NA,NA,NA,NA,5------,12,0,0,1,1,71,3,1,1,0,1,0,1,1,0,4,3
288,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,52,4,1,1,1,0,0,1,0,0,1,4
289,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,28,3,1,1,1,0,0,1,1,1,4,3
290,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,34,6,1,1,1,0,0,1,1,1,6,3
291,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,44,7,1,1,1,0,0,1,1,1,5,3
292,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,26,NA,1,0,1,0,1,1,0,0,6,2
293,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,35,4,1,0,1,0,0,1,0,0,6,3
294,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,27,4,1,0,1,0,1,1,0,0,3,3
295,5,NA,NA,NA,NA,NA,NA,5------,0,0,0,0,0,27,4,1,0,1,0,1,0,0,0,5,3
296,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,39,3,1,1,1,0,0,1,0,0,8,4
297,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,37,3,1,0,1,0,0,0,0,0,7,4
298,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,39,6,1,1,1,0,0,1,0,0,7,4
299,2,NA,NA,NA,NA,NA,NA,2------,10,0,1,0,1,38,4,1,1,0,1,0,1,0,1,5,2
300,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,40,4,1,1,1,0,0,1,0,0,5,3
301,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,46,5,1,1,1,0,0,0,0,0,4,3
302,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,38,5,1,0,0,1,0,0,1,1,4,3
303,1,NA,NA,NA,NA,NA,NA,1------,14,0,1,1,1,42,6,1,1,0,1,0,1,1,1,6,3
304,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,35,5,1,0,1,0,0,1,0,0,3,3
305,6,NA,NA,NA,NA,NA,NA,6------,5,1,0,1,0,36,1,1,1,0,1,0,0,1,0,3,4
306,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,41,6,1,0,0,1,0,1,1,0,5,2
307,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,49,1,1,1,1,0,0,0,0,0,4,4
308,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,32,6,1,1,0,1,0,1,0,0,6,3
309,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,36,7,0,1,1,0,0,0,0,0,3,2
310,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,43,2,1,1,0,1,0,1,1,0,0,3
311,5,NA,NA,NA,NA,NA,NA,5------,13,1,0,1,1,41,6,1,1,1,0,0,1,0,0,7,3
312,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,32,6,1,1,1,0,0,1,0,0,7,3
313,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,31,NA,1,0,1,0,1,0,0,0,7,3
314,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,25,5,1,0,1,0,0,1,0,0,7,4
315,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,42,6,1,1,1,0,0,1,1,1,6,3
316,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,38,3,1,0,1,0,0,1,1,0,5,3
317,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,37,4,1,1,1,0,0,1,0,0,1,2
318,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,19,1,1,1,0,1,0,1,0,0,4,3
319,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,28,3,1,1,1,0,0,1,0,0,6,4
320,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,29,2,1,0,1,0,1,1,0,0,7,4
321,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,48,4,1,1,1,0,0,0,0,0,6,4
322,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,32,NA,1,1,0,1,1,0,0,0,6,3
323,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,33,3,1,1,0,0,1,1,1,1,1,2
324,3,NA,NA,NA,NA,NA,NA,3------,1,1,0,0,0,34,5,1,1,1,0,0,1,0,0,8,3
325,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,65,3,1,1,0,1,0,1,1,0,4,3
326,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,44,2,1,0,1,0,0,0,0,0,3,2
327,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,28,1,1,0,1,0,0,1,0,0,2,2
328,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,15,NA,1,1,0,1,0,0,0,0,1,3
329,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,33,5,1,1,1,0,0,1,1,0,5,3
330,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,43,2,1,1,0,0,0,1,1,0,1,3
331,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,37,4,1,0,0,1,0,1,1,0,10,4
332,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,36,3,1,1,0,0,0,0,1,0,6,3
333,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,47,6,1,0,1,0,0,0,0,0,6,2
334,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,38,4,1,1,1,0,0,1,1,0,5,3
335,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,29,5,1,0,1,0,0,1,0,1,5,3
336,4,NA,NA,NA,NA,NA,NA,4------,15,1,1,1,1,34,3,1,1,0,1,0,0,0,0,3,2
337,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,39,1,0,0,1,0,0,1,0,0,4,3
338,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,33,4,1,0,1,0,0,1,0,0,7,3
339,6,NA,NA,NA,NA,NA,NA,6------,5,1,0,1,0,35,5,1,1,1,0,0,1,0,1,8,4
340,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,43,4,1,1,1,0,0,1,1,1,4,3
341,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,30,7,1,0,1,0,0,1,0,0,6,3
342,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,41,1,1,1,0,1,0,0,0,0,3,3
343,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,37,5,0,1,1,0,0,1,1,0,5,4
344,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,60,3,1,1,1,0,0,0,1,1,3,3
345,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,29,2,1,0,1,0,1,1,1,0,3,2
346,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,35,4,1,1,0,1,0,0,0,0,6,3
347,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,28,5,1,0,1,0,0,1,0,0,8,3
348,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,34,3,1,1,1,0,1,1,1,0,1,4
349,2,NA,NA,NA,NA,NA,NA,2------,14,0,1,1,1,37,1,1,0,1,0,0,1,0,0,0,2
350,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,20,NA,1,0,1,0,0,1,0,0,5,3
351,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,58,4,1,1,1,0,0,1,1,0,6,3
352,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,39,4,1,1,1,0,1,0,0,0,5,3
353,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,24,1,1,1,1,0,1,0,0,0,0,2
354,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,60,1,1,0,1,0,0,0,1,0,4,3
355,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,35,3,1,0,1,0,0,1,1,0,6,3
356,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,43,3,1,1,0,1,0,0,1,1,4,4
357,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,42,4,1,0,0,1,0,1,1,0,4,3
358,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,27,3,1,1,1,0,0,1,0,0,7,3
359,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,43,5,1,0,1,0,0,1,0,0,4,3
360,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,54,4,1,0,1,0,0,1,1,0,2,2
361,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,29,3,1,0,1,0,1,1,1,0,4,2
362,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,59,4,1,0,1,0,0,1,1,1,6,3
363,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,39,4,1,0,1,0,0,1,1,0,4,3
364,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,43,3,1,1,1,0,0,1,1,1,8,3
365,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,44,4,1,1,0,0,0,1,1,1,5,4
366,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,59,1,1,1,0,0,0,0,0,0,2,4
367,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,37,4,1,1,1,0,0,1,0,0,1,2
368,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,49,3,1,1,1,0,0,0,0,0,1,3
369,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,31,4,1,0,1,0,0,1,0,0,5,2
370,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,38,3,1,1,1,0,0,1,1,0,1,2
371,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,44,7,1,1,1,0,0,1,0,0,6,3
372,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,33,5,1,1,1,0,0,1,1,1,7,3
373,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,38,3,1,0,1,0,0,0,0,1,7,3
374,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,43,5,1,0,1,0,0,1,0,0,4,3
375,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,37,3,1,1,1,0,0,0,0,0,5,3
376,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,36,5,1,0,1,0,1,0,0,0,6,3
377,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,37,4,1,1,1,0,0,1,0,0,1,2
378,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,30,5,1,1,1,0,0,1,0,0,7,3
379,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,28,5,1,0,1,0,0,1,0,0,7,3
380,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,45,7,1,1,1,0,0,1,1,0,5,3
381,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,61,3,1,1,1,0,0,0,0,1,3,3
382,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,65,7,1,1,0,0,0,1,0,0,7,4
383,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,48,4,1,1,1,0,0,0,0,0,6,4
384,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,38,5,1,0,1,0,0,1,0,0,4,3
385,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,35,3,1,0,1,0,0,1,1,0,6,3
386,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,38,5,1,1,1,0,1,0,0,0,6,3
387,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,45,7,1,1,1,0,0,1,0,0,5,3
388,2,NA,NA,NA,NA,NA,NA,2------,10,0,1,0,1,36,NA,1,1,1,0,0,0,0,0,4,2
389,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,31,5,1,1,1,0,0,1,0,0,7,3
390,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,33,5,1,1,0,0,0,1,0,0,3,2
391,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,36,5,1,0,0,0,0,1,0,0,7,3
392,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,39,6,1,0,1,0,0,1,0,0,6,4
393,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,51,4,1,1,0,1,0,1,1,1,8,3
394,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,35,4,1,1,1,0,0,0,0,1,5,3
395,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,44,4,1,1,0,0,0,1,1,1,5,4
396,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,38,5,1,1,1,0,1,0,0,0,6,3
397,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,38,4,1,0,1,0,0,1,0,0,5,4
398,1,NA,NA,NA,NA,NA,NA,1------,11,1,1,0,1,64,3,1,1,1,0,0,0,0,0,4,3
399,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,42,4,1,0,1,0,0,1,1,1,7,4
400,3,NA,NA,NA,NA,NA,NA,3------,9,1,0,0,1,33,5,1,0,1,0,0,1,0,0,6,3
401,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,27,4,1,0,0,0,0,1,0,1,2,4
402,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,61,3,1,1,1,0,0,0,0,0,2,2
403,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,51,NA,1,1,1,0,1,0,0,0,3,4
404,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,47,1,1,1,0,0,0,1,1,0,4,3
405,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,39,1,0,0,1,0,0,1,0,0,5,3
406,4,NA,NA,NA,NA,NA,NA,4------,11,1,1,0,1,27,2,1,0,1,0,1,1,0,0,7,3
407,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,43,4,1,1,1,0,1,0,0,0,4,3
408,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,25,1,1,1,1,0,0,1,0,0,3,4
409,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,32,5,0,0,1,0,0,1,1,1,5,4
410,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,35,6,1,0,0,1,1,1,0,0,4,3
411,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,39,4,1,0,1,0,0,1,1,0,6,2
412,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,22,3,1,1,0,1,0,1,0,0,6,3
413,3,NA,NA,NA,NA,NA,NA,3------,5,1,0,1,0,34,4,1,0,1,0,1,0,0,0,4,2
414,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,35,1,1,0,0,1,0,0,1,0,3,3
415,5,NA,NA,NA,NA,NA,NA,5------,0,0,0,0,0,33,3,1,0,0,0,0,1,1,0,7,4
416,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,33,6,1,1,1,0,0,1,0,1,6,4
417,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,43,3,1,1,1,0,0,1,1,1,1,3
418,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,44,3,1,1,1,0,0,0,1,0,5,3
419,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,38,7,1,1,1,0,0,1,0,0,7,4
420,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,27,4,1,1,1,0,0,1,1,0,4,3
421,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,19,2,1,1,1,0,0,1,0,0,3,3
422,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,31,4,1,0,1,0,0,1,1,1,4,3
423,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,32,1,1,1,1,0,0,0,0,0,4,4
424,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,25,2,1,1,0,1,0,1,0,0,5,2
425,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,46,3,1,1,1,0,0,0,0,0,6,3
426,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,32,5,1,1,1,0,0,1,0,0,6,3
427,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,28,4,1,1,1,0,0,0,1,0,4,2
428,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,33,6,1,1,0,1,0,1,0,1,7,3
429,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,43,3,1,1,0,0,0,0,1,0,1,3
430,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,32,7,1,0,1,0,0,1,1,1,4,3
431,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,29,3,1,0,1,0,0,0,0,0,4,3
432,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,60,2,1,0,1,0,0,0,1,0,2,2
433,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,29,3,1,1,1,0,1,0,0,0,5,3
434,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,55,5,0,1,1,0,1,1,0,1,8,1
435,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,43,5,1,1,1,0,0,1,0,0,4,3
436,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,55,6,1,1,0,1,1,0,0,0,4,3
437,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,43,5,1,0,1,0,0,1,0,0,4,3
438,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,61,NA,1,0,1,0,0,0,1,1,4,3
439,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,43,5,1,1,1,0,0,1,0,0,3,3
440,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,47,2,1,0,0,1,0,0,0,0,6,3
441,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,24,2,1,0,1,0,0,1,0,0,2,3
442,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,25,3,1,1,0,1,1,0,1,0,3,3
443,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,41,4,1,1,0,1,0,1,0,0,5,3
444,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,26,3,1,1,1,0,1,1,1,0,5,4
445,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,36,3,1,1,0,1,0,1,1,1,8,3
446,3,NA,NA,NA,NA,NA,NA,3------,1,1,0,0,0,39,5,1,1,1,0,0,1,0,0,6,2
447,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,35,5,1,1,1,0,0,1,1,0,5,4
448,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,40,3,1,1,1,0,1,0,0,0,2,4
449,5,NA,NA,NA,NA,NA,NA,5------,12,0,0,1,1,48,3,1,0,1,0,0,0,1,0,5,3
450,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,28,2,1,1,0,1,1,0,0,0,7,3
451,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,46,4,1,1,0,1,0,0,1,1,7,3
452,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,43,5,1,1,1,0,0,1,0,0,3,3
453,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,37,3,1,1,1,0,0,0,0,0,5,3
454,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,41,3,1,1,1,0,0,1,0,0,1,2
455,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,36,3,1,1,1,0,0,1,1,1,4,4
456,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,58,4,1,1,1,0,0,1,1,0,7,3
457,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,42,4,0,0,1,0,0,1,0,0,7,3
458,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,39,6,1,1,0,0,0,1,1,1,7,2
459,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,67,3,1,1,0,1,0,0,1,1,3,2
460,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,28,3,1,0,1,0,0,1,0,0,6,3
461,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,38,6,1,1,1,0,1,0,0,0,7,3
462,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,58,3,1,1,0,1,0,0,1,0,1,1
463,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,23,2,1,0,1,0,0,1,1,0,5,3
464,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,25,7,1,0,1,0,0,1,0,0,4,3
465,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,57,3,1,1,1,0,0,0,1,0,4,3
466,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,31,6,1,0,1,0,0,0,0,0,5,3
467,4,NA,NA,NA,NA,NA,NA,4------,15,1,1,1,1,48,3,1,0,1,0,0,0,0,0,4,2
468,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,52,3,1,0,1,0,0,1,1,0,4,2
469,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,55,6,1,1,1,0,0,0,0,0,10,4
470,2,NA,NA,NA,NA,NA,NA,2------,9,1,0,0,1,65,3,1,1,1,0,0,0,0,0,6,3
