unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohafaza,caza,q5,q6,q7,q8,q9,q10,q11,q13,q14a,q14b,q15b,q16,q17,q18,q19a,q19b,q19c,q19d,q21,q22,q23a,q23b,q23c,q23d,q36a,q36b,q36c,q36d,q37a,q37b,q37c,q37d,q38a,q38b,q38c,q38d,q39a,q39b,q39c,q39d,q40,q41,q42,q43
1159,NA,1,NA,NA,NA,NA,-1----,2,3,10,1,45,1,3,2,5,1,7,3,2014,1,1,5,1,-98,-98,3,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1160,NA,2,NA,NA,1,NA,-2--1-,1,3,10,0,36,2,4,3,7,2,11,4,2015,3,1,1,1,1,1,1,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1161,NA,1,NA,NA,NA,NA,-1----,3,3,10,0,19,1,5,3,6,2,6,7,2015,1,1,5,2,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1162,1,NA,NA,NA,NA,NA,1-----,0,3,10,0,22,2,12,3,3,1,6,4,2013,1,1,5,2,1,1,3,4,2,5,2,3,2,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,1,NA,NA,NA,NA,NA,1-----,3,3,10,1,27,4,4,1,6,1,6,10,2015,1,1,5,3,3,3,4,4,4,2,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1164,NA,1,NA,NA,NA,NA,-1----,3,3,10,0,28,1,4,2,7,1,11,4,2012,1,1,5,3,3,3,4,4,4,2,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1165,NA,1,NA,NA,NA,2,-1---2,0,3,10,1,50,2,15,4,6,1,2,3,2014,1,1,5,3,4,4,4,4,4,5,2,3,-98,2,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,NA,1,NA,NA,2,NA,-1--2-,0,3,10,0,45,5,13,4,6,1,11,7,2012,3,1,5,3,3,1,4,4,2,1,2,3,2,2,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,1,NA,NA,NA,NA,NA,1-----,3,3,10,1,37,3,7,2,7,1,6,9,2012,1,1,5,3,3,3,4,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1168,1,NA,NA,NA,NA,NA,1-----,2,3,10,1,19,2,12,4,7,1,6,2,2013,1,1,5,4,2,3,4,4,3,2,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1169,1,NA,NA,NA,NA,NA,1-----,1,3,10,1,20,3,6,2,6,1,4,10,2013,1,1,5,3,1,2,2,4,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1170,NA,1,NA,NA,3,2,-1--32,3,3,10,1,61,1,5,1,5,1,11,9,2015,3,1,5,3,2,3,3,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1171,NA,1,NA,NA,NA,2,-1---2,3,3,10,0,36,3,5,2,2,1,11,7,2013,1,1,1,1,1,1,1,1,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1172,NA,1,NA,NA,NA,2,-1---2,1,3,10,0,62,1,3,2,3,1,7,11,2014,1,1,5,1,1,1,1,4,2,4,2,1,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
1173,NA,1,NA,NA,NA,NA,-1----,1,3,10,1,30,1,7,3,6,1,6,6,2015,1,1,5,1,2,2,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,-99,1,-99,NA,NA,NA,NA
1174,NA,1,NA,NA,NA,NA,-1----,0,3,10,1,30,2,7,2,7,1,6,9,2013,1,1,5,3,3,3,4,4,4,5,2,3,-98,-98,1,0,1,-99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,NA,1,NA,NA,NA,NA,-1----,2,3,10,0,58,3,10,3,3,1,11,9,2014,1,1,5,3,3,3,3,4,4,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA
1176,NA,1,NA,NA,NA,NA,-1----,2,3,10,0,22,3,6,3,5,1,7,6,2014,1,1,5,2,3,3,4,4,4,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA
1177,NA,1,NA,NA,NA,2,-1---2,3,3,10,1,55,2,6,3,4,1,6,2,2015,1,1,4,1,2,2,1,4,3,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1178,NA,1,NA,NA,NA,NA,-1----,2,3,10,0,43,2,10,2,8,1,2,4,2015,1,1,5,3,3,1,4,4,4,5,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1179,1,NA,NA,NA,NA,NA,1-----,0,3,10,0,24,1,8,3,7,1,11,4,2014,1,1,1,1,1,1,4,4,4,1,-98,3,-98,-98,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,50,4,10,3,7,0,12,5,2014,1,1,5,3,2,2,2,4,2,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1181,NA,1,NA,NA,NA,NA,-1----,2,6,26,0,51,3,10,2,10,0,12,7,2016,1,1,5,4,2,1,1,4,4,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1182,NA,1,NA,NA,NA,NA,-1----,2,6,26,1,32,2,10,2,10,0,12,7,2016,1,1,5,1,2,1,1,4,4,5,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1183,NA,1,NA,NA,NA,NA,-1----,3,6,26,1,21,2,10,2,10,0,12,7,2016,1,1,5,1,1,1,1,4,4,5,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1184,NA,1,NA,NA,NA,NA,-1----,0,6,26,0,38,2,7,2,7,1,10,7,2012,1,1,3,1,1,1,1,4,3,1,2,1,1,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,64,1,9,3,3,0,12,3,2013,1,1,5,4,1,1,1,4,2,5,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1186,NA,1,NA,NA,NA,NA,-1----,1,6,26,0,25,1,10,2,4,0,11,3,2013,1,1,5,1,1,1,1,4,4,5,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1187,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,29,1,12,3,5,0,12,5,2015,1,1,5,1,1,1,1,4,4,5,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1188,NA,1,NA,NA,NA,NA,-1----,2,6,26,1,40,2,8,2,6,0,12,3,2014,1,1,5,4,1,1,1,4,2,5,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1189,NA,1,NA,NA,NA,NA,-1----,1,6,26,1,43,3,8,2,8,0,12,6,2017,1,1,5,4,1,1,1,4,4,5,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1190,NA,1,NA,NA,NA,2,-1---2,3,6,26,1,30,1,5,1,5,0,12,4,2017,1,1,5,1,3,3,3,4,2,5,2,2,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1191,NA,1,NA,NA,NA,NA,-1----,0,6,26,1,40,1,10,2,7,0,12,11,2014,1,1,4,2,1,2,1,4,3,1,2,2,3,2,1,1,1,-99,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,NA,1,NA,NA,NA,NA,-1----,3,6,26,1,25,1,10,3,5,0,12,5,2017,1,1,5,1,1,1,3,4,3,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1193,NA,1,NA,NA,NA,2,-1---2,3,6,26,0,32,2,10,5,4,0,12,12,2015,1,1,5,2,3,3,3,4,2,4,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1194,NA,1,NA,NA,NA,NA,-1----,0,6,26,0,21,3,14,2,6,0,12,10,2011,1,1,5,2,1,1,1,4,2,4,2,3,-98,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,1,NA,NA,NA,2,-1---2,3,6,26,0,50,2,10,3,10,0,12,8,2014,1,1,5,1,2,2,2,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1196,NA,1,NA,NA,NA,2,-1---2,0,6,26,1,46,1,11,2,10,0,12,7,2014,1,1,5,1,3,3,3,4,2,3,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,1,NA,NA,NA,NA,NA,1-----,1,6,26,1,46,1,10,3,10,0,12,8,2014,1,1,5,1,1,2,2,4,3,4,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
1198,NA,1,NA,NA,NA,2,-1---2,3,6,26,1,44,2,9,4,11,0,12,6,2014,1,1,5,1,1,2,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1199,NA,1,NA,NA,NA,2,-1---2,0,6,26,1,30,2,4,1,4,0,12,6,2013,1,1,5,1,1,1,1,4,2,5,2,3,2,-98,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,1,NA,NA,NA,NA,-1----,2,6,26,1,21,1,17,2,5,0,12,6,2016,1,1,5,1,2,2,2,2,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1201,NA,1,NA,NA,NA,NA,-1----,0,6,26,0,22,3,8,2,8,0,12,8,2015,1,1,1,1,2,2,2,2,3,1,-98,-98,-98,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,NA,1,NA,NA,NA,NA,-1----,2,6,26,1,45,1,8,2,7,0,12,8,2014,1,1,5,1,3,3,3,3,2,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1203,NA,1,NA,NA,NA,NA,-1----,0,6,26,0,45,1,7,2,7,0,12,5,2016,1,1,5,1,4,4,4,4,2,1,2,3,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,42,1,8,3,8,0,12,8,2016,1,1,5,1,3,3,3,3,3,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1205,NA,1,NA,NA,NA,NA,-1----,1,6,26,1,30,1,9,2,8,0,12,7,2016,1,1,5,2,3,3,3,3,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1206,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,22,1,10,2,10,0,11,8,2015,1,1,1,1,2,2,2,2,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1207,NA,1,NA,NA,NA,NA,-1----,1,6,26,1,40,1,10,2,9,0,11,7,2015,1,1,5,1,3,3,3,3,3,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1208,NA,1,NA,NA,NA,NA,-1----,0,6,26,0,22,1,9,2,9,0,11,8,2015,1,1,1,1,3,3,3,3,2,1,2,3,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,1,NA,NA,NA,NA,-1----,3,6,26,1,20,1,8,2,9,0,11,8,2014,1,1,1,1,2,2,2,2,2,4,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1210,NA,1,NA,NA,NA,NA,-1----,2,6,26,0,30,1,8,4,9,0,12,11,2017,1,1,5,3,1,1,1,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1211,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,41,2,8,2,8,0,11,7,2016,1,1,5,5,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1212,NA,1,NA,NA,NA,NA,-1----,1,6,26,0,24,1,6,1,7,0,11,8,2014,1,1,4,3,1,1,1,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1213,NA,1,NA,NA,NA,NA,-1----,2,6,26,0,50,1,8,2,6,0,12,5,2012,1,1,5,5,1,1,1,4,4,2,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1214,NA,1,NA,NA,NA,NA,-1----,1,6,26,0,19,3,14,2,8,0,12,2,2012,1,1,4,3,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1215,NA,1,NA,NA,NA,NA,-1----,0,6,26,0,35,2,4,1,4,0,12,8,2016,1,1,4,5,1,1,1,4,4,1,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,1,NA,NA,NA,NA,-1----,0,6,26,1,50,1,14,2,7,0,12,8,2011,1,1,3,3,-98,-98,-98,4,4,1,-98,-98,-98,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,1,NA,NA,NA,NA,-1----,2,6,26,0,41,1,9,2,7,0,12,4,2014,1,1,2,2,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1218,NA,1,NA,NA,NA,NA,-1----,3,6,26,0,20,2,8,2,7,0,12,7,2011,1,1,5,3,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1219,NA,1,NA,NA,NA,NA,-1----,3,6,26,1,50,1,8,2,9,0,11,7,2015,1,1,3,3,1,1,1,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1220,NA,NA,NA,NA,NA,NA,------,2,6,25,1,22,1,10,2,2,1,10,4,2013,1,1,5,1,4,4,4,4,4,1,-98,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1221,NA,NA,NA,NA,NA,NA,------,3,6,25,0,50,2,9,2,2,1,7,4,2015,1,1,1,1,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1222,1,NA,NA,NA,NA,NA,1-----,2,6,25,0,22,2,11,2,5,1,10,5,2015,1,1,1,1,4,4,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1223,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,26,2,7,2,5,0,10,5,2013,1,1,1,1,2,2,2,3,4,2,2,2,2,2,1,-99,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,1,NA,NA,NA,NA,NA,1-----,1,6,25,0,45,2,7,2,5,1,1,4,2013,1,1,1,1,2,3,3,3,4,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,-99,1,0,0,1,-99,0,0,NA,NA,NA,NA
1225,NA,1,NA,NA,NA,2,-1---2,0,6,27,0,27,2,12,2,2,1,12,4,2012,1,1,1,1,3,3,3,3,4,2,-98,3,-98,-98,1,0,-99,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NA,NA,NA,NA,------,1,6,26,0,38,3,10,2,8,0,14,7,2015,1,1,1,1,3,3,3,3,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1227,NA,NA,NA,NA,NA,NA,------,1,6,26,1,27,2,13,2,2,0,12,3,2014,1,1,1,1,3,3,3,3,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1228,1,NA,NA,NA,NA,NA,1-----,0,6,26,0,45,1,13,2,9,1,11,4,2015,1,1,5,3,4,4,4,4,4,1,2,3,-98,-98,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,1,NA,2,NA,NA,NA,1-2---,1,6,26,0,26,2,13,2,9,0,11,6,2014,1,1,5,3,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-99,1,0,0,1,0,0,0,NA,NA,NA,NA
1230,NA,NA,NA,NA,NA,NA,------,3,6,26,1,60,1,11,3,9,0,11,6,2013,1,1,5,1,4,4,4,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1231,NA,NA,NA,NA,NA,NA,------,3,6,26,1,24,2,13,3,9,0,11,4,2015,1,1,1,1,3,3,3,3,4,1,2,2,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1232,1,NA,2,NA,NA,NA,1-2---,0,6,26,0,50,1,9,2,8,0,11,3,2013,1,1,5,1,4,4,4,4,4,1,2,2,2,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NA,NA,NA,NA,------,2,6,26,1,33,1,2,1,2,0,11,4,2013,1,1,1,1,3,3,3,3,4,1,-98,2,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1234,1,NA,2,NA,NA,NA,1-2---,1,6,26,1,40,1,13,2,15,0,11,4,2015,1,1,5,1,4,4,4,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-99,-99,1,0,0,0,NA,NA,NA,NA
1235,NA,NA,NA,NA,NA,NA,------,2,6,26,1,28,1,12,3,3,0,11,6,2011,1,1,1,1,3,3,3,3,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1236,NA,1,NA,NA,NA,NA,-1----,3,6,26,1,40,1,6,2,7,0,12,4,2013,1,1,1,1,4,4,4,4,3,1,-98,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1237,NA,NA,NA,NA,NA,NA,------,0,6,26,1,40,1,9,2,10,0,14,3,2012,1,1,1,1,3,3,3,3,3,2,2,2,-98,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,1,NA,NA,NA,NA,-1----,2,6,26,0,60,1,8,2,8,0,12,4,2012,1,1,5,1,3,3,3,3,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1239,NA,NA,NA,NA,NA,NA,------,3,6,26,0,20,3,6,1,7,0,12,4,2012,1,1,1,1,4,4,4,4,2,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1240,NA,NA,NA,NA,NA,NA,------,0,6,26,0,45,1,9,2,7,0,12,4,2012,1,1,1,1,4,4,4,4,4,1,2,2,-98,2,1,-99,-99,-99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NA,NA,NA,NA,------,2,6,26,0,23,2,10,2,8,0,12,4,2012,1,1,1,1,4,4,4,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1242,1,NA,NA,NA,NA,NA,1-----,3,6,26,0,60,1,14,2,3,0,14,2,2016,1,1,5,1,4,4,4,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1243,NA,NA,NA,NA,NA,NA,------,2,6,26,0,58,2,10,2,10,0,14,3,2012,1,1,5,1,4,4,4,4,3,4,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1244,NA,NA,NA,NA,NA,NA,------,1,6,26,1,50,1,9,2,8,0,12,4,2016,1,1,5,1,4,4,4,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-99,-99,1,-99,-99,-99,NA,NA,NA,NA
1245,NA,NA,NA,NA,NA,NA,------,2,6,26,1,19,2,9,2,9,0,12,5,2014,1,1,1,1,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1246,NA,NA,NA,NA,NA,NA,------,0,6,26,0,51,3,12,2,12,0,12,4,2016,1,1,5,1,4,4,4,4,4,1,2,1,3,2,1,0,0,0,-99,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NA,NA,NA,NA,------,1,6,26,1,48,1,12,2,11,0,12,3,2015,1,1,1,1,3,3,3,3,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1248,NA,NA,NA,NA,NA,NA,------,0,6,26,0,55,1,7,2,7,1,7,4,2013,1,1,1,1,4,4,4,4,3,1,2,3,2,-98,1,0,-99,-99,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NA,NA,NA,NA,------,1,6,26,1,49,2,9,2,9,2,12,4,2012,1,1,1,1,3,3,3,3,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1250,NA,1,NA,NA,NA,2,-1---2,3,6,26,1,21,2,8,2,8,2,12,5,2012,1,1,1,1,3,3,3,3,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1251,NA,NA,NA,NA,NA,NA,------,3,6,26,1,21,1,6,2,4,1,7,3,2014,1,1,1,1,-98,3,3,3,-98,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1252,NA,1,NA,NA,NA,2,-1---2,2,6,26,0,27,2,9,2,5,1,7,4,2012,1,1,1,1,2,2,2,2,3,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1253,NA,1,NA,NA,NA,2,-1---2,0,6,26,0,21,2,8,2,7,2,7,3,2012,1,1,1,1,3,3,3,3,3,1,2,2,-98,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,1,NA,NA,NA,2,-1---2,1,6,26,0,26,2,9,2,4,2,7,3,2013,1,1,5,1,4,4,4,4,3,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
1255,NA,NA,NA,NA,NA,NA,------,2,6,26,1,45,1,8,2,6,1,12,5,2011,1,1,1,1,4,4,4,4,4,1,2,2,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1256,NA,NA,NA,NA,NA,NA,------,2,6,26,0,23,1,15,2,1,1,6,5,2012,1,1,1,1,3,3,3,3,3,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1257,NA,NA,NA,NA,NA,NA,------,3,6,26,0,21,3,8,2,6,1,7,4,2013,1,1,1,1,3,3,3,3,4,2,-98,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1258,NA,NA,NA,NA,NA,NA,------,2,6,26,0,21,2,9,2,8,0,11,6,2012,1,1,1,1,3,3,3,3,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1259,NA,NA,NA,NA,NA,NA,------,3,6,26,0,20,1,9,2,8,1,11,3,2012,1,1,1,1,3,3,3,3,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
