unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohfz,caza,q5,q7,q8,q10,q11,q12,q13,q15,q16a,q16b,q19b,q21,q22,q23,q24a,q24b,q24c,q24d,q25,q26,q27a,q27c,q27d,q27e,q44a,q44b,q44c,q44d,q45a,q45b,q45c,q45d,q46a,q46b,q46c,q46d,q47a,q47b,q47c,q47d,q48z,q49z,q50z,q51z
104,NA,1,NA,NA,NA,2,-1---2,1,1,101,0,52,2,8,2,8,1,11,5,2013,1,1,5,1,1,1,4,4,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
105,NA,1,NA,NA,NA,2,-1---2,1,1,101,0,33,1,7,2,7,1,13,1,2013,1,1,1,1,1,1,1,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
106,1,NA,NA,NA,NA,NA,1-----,1,1,101,0,52,3,4,2,7,2,4,9,2013,1,1,5,5,2,2,4,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
107,1,NA,NA,NA,NA,NA,1-----,3,1,101,0,20,4,9,4,4,2,1,3,2012,1,1,5,1,4,4,4,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
108,1,NA,NA,NA,NA,NA,1-----,2,1,101,0,27,3,10,5,9,3,13,3,2014,1,1,5,3,1,1,4,4,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
109,NA,NA,NA,NA,NA,NA,------,2,1,101,0,42,3,4,4,4,1,4,10,2014,1,1,5,5,4,4,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
110,1,NA,NA,NA,NA,NA,1-----,1,1,101,0,36,2,10,5,4,2,1,4,2015,1,1,5,4,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
111,1,NA,NA,NA,NA,NA,1-----,3,1,101,0,42,4,4,2,4,1,1,12,2014,1,1,5,1,1,1,1,4,4,1,-98,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
112,NA,1,NA,NA,3,2,-1--32,2,1,101,0,29,3,13,3,3,1,13,12,2014,1,1,5,4,2,2,3,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
113,NA,1,NA,NA,2,3,-1--23,0,1,101,0,32,4,8,4,3,1,11,10,2014,2,1,5,3,1,1,2,4,2,2,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1,NA,2,NA,NA,NA,1-2---,2,1,101,1,40,3,6,3,8,1,1,9,2012,1,1,5,3,3,3,4,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
115,NA,1,NA,NA,NA,2,-1---2,1,1,101,1,64,1,13,5,7,1,4,12,2014,1,1,5,1,-98,-98,-98,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
116,NA,1,NA,NA,NA,2,-1---2,0,1,101,0,31,4,5,4,2,1,4,1,2013,1,1,5,4,2,2,4,4,4,1,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,1,NA,NA,NA,NA,-1----,1,1,101,1,28,1,2,3,3,2,12,4,2012,1,1,5,1,1,1,4,4,4,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
118,NA,1,NA,NA,NA,NA,-1----,0,1,101,1,25,4,8,3,3,1,12,12,2013,1,1,5,2,4,4,4,4,4,1,2,1,-98,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,1,NA,NA,NA,NA,-1----,3,1,101,1,30,3,4,3,5,2,11,3,2012,1,1,5,2,1,1,4,4,4,1,2,1,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
120,NA,1,NA,NA,3,2,-1--32,2,2,201,1,55,3,6,4,6,2,4,6,2012,1,1,5,3,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
121,NA,1,NA,NA,NA,NA,-1----,1,1,101,0,40,3,8,4,6,2,12,6,2011,1,1,5,3,4,4,4,4,4,2,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
122,NA,1,NA,NA,NA,2,-1---2,3,1,101,1,51,1,7,4,9,2,12,3,2012,1,1,5,1,1,1,3,4,4,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
123,NA,1,NA,NA,NA,2,-1---2,3,1,101,0,34,1,10,4,2,2,11,2,2014,3,1,1,1,1,1,1,1,4,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
124,NA,NA,NA,NA,NA,NA,------,3,1,101,1,45,1,8,3,10,2,1,9,2011,1,1,5,1,1,1,1,4,4,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
125,1,NA,2,3,NA,NA,1-23--,0,1,101,0,32,1,10,2,10,2,11,12,2014,1,1,5,1,1,1,4,4,4,1,2,1,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,NA,NA,NA,NA,------,3,1,101,1,40,3,8,5,2,1,11,3,2015,1,1,5,4,1,1,1,4,4,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
127,NA,2,NA,NA,1,3,-2--13,3,1,101,0,37,2,7,2,2,1,14,9,2014,3,1,1,1,-98,-98,-98,3,4,1,3,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
128,NA,1,NA,NA,3,2,-1--32,1,1,101,0,22,3,6,2,2,1,1,2,2012,1,1,5,3,1,2,2,4,3,1,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
129,NA,1,NA,NA,NA,2,-1---2,2,1,101,0,27,2,13,4,4,1,11,4,2014,1,1,5,3,1,1,3,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
130,1,NA,2,3,NA,NA,1-23--,3,1,101,0,31,2,7,3,5,1,11,3,2015,1,1,5,4,4,4,4,4,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
131,1,NA,2,NA,NA,NA,1-2---,3,1,101,0,31,2,7,4,2,2,11,3,2015,2,1,5,3,4,4,4,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
132,NA,1,NA,NA,3,2,-1--32,0,1,101,0,30,4,5,2,2,1,12,7,2014,1,1,5,3,1,1,1,4,2,2,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,NA,2,NA,NA,NA,1-2---,1,1,101,0,27,2,7,2,12,2,10,8,2012,1,1,1,1,1,1,3,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
134,1,NA,2,3,NA,NA,1-23--,3,1,101,0,57,3,7,3,7,1,11,10,2012,1,1,5,4,4,4,4,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
135,NA,1,NA,NA,3,2,-1--32,3,1,101,0,29,3,5,3,4,1,10,11,2013,1,1,1,2,2,2,3,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
136,NA,1,NA,NA,NA,NA,-1----,0,1,101,0,45,2,4,2,4,1,14,4,2015,1,10,4,4,1,1,1,4,2,4,2,3,1,2,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,1,NA,NA,NA,NA,-1----,1,1,101,1,35,1,5,2,5,1,13,5,2012,1,1,5,1,-98,-98,-98,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
138,1,NA,NA,NA,NA,NA,1-----,3,1,101,0,29,3,12,3,2,1,14,5,2014,1,1,2,2,3,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
139,NA,1,NA,NA,NA,2,-1---2,3,1,101,0,32,2,10,3,2,1,12,3,2015,1,1,5,1,1,1,1,4,4,1,-98,1,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
140,NA,1,NA,NA,NA,2,-1---2,1,1,101,0,20,2,9,3,2,1,12,12,2012,1,1,1,2,1,1,1,4,4,1,-98,1,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
141,NA,1,NA,NA,NA,2,-1---2,2,1,101,1,27,2,12,4,2,1,12,12,2014,1,1,5,3,-98,-98,-98,4,3,2,-98,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
142,1,NA,2,NA,NA,NA,1-2---,3,1,101,1,40,3,9,5,9,2,1,9,2012,1,1,5,4,4,4,4,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
143,1,NA,NA,NA,NA,NA,1-----,3,1,101,1,22,4,6,2,4,1,6,11,2011,1,1,5,4,1,1,3,4,3,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
144,1,NA,NA,NA,NA,NA,1-----,2,1,101,0,28,2,9,4,12,3,1,11,2013,1,1,5,3,1,1,4,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
145,NA,1,NA,NA,NA,2,-1---2,2,1,101,0,28,5,7,3,5,2,14,7,2012,1,10,4,3,1,1,1,4,4,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
146,NA,NA,NA,NA,NA,NA,------,3,1,101,1,25,2,12,3,10,2,1,5,2011,1,1,5,3,1,1,4,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
147,NA,NA,NA,NA,NA,NA,------,2,1,101,1,56,2,12,3,6,2,1,11,2012,1,1,5,4,1,1,1,4,3,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
148,1,NA,2,3,NA,NA,1-23--,2,1,101,1,41,5,6,2,6,1,6,3,2011,1,1,5,4,4,4,4,4,3,4,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
149,NA,NA,NA,NA,NA,NA,------,2,1,101,1,38,2,10,5,6,1,1,2,2012,1,1,5,3,1,1,4,4,4,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
150,NA,1,NA,NA,NA,NA,-1----,2,1,101,1,25,2,10,4,12,2,6,3,2012,1,1,5,4,3,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
151,1,NA,2,NA,NA,NA,1-2---,0,2,205,0,28,2,12,5,12,3,11,12,2012,1,1,5,4,3,4,4,4,3,4,2,3,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,1,NA,NA,NA,2,-1---2,0,2,205,0,47,4,11,3,7,2,10,12,2012,1,1,2,2,4,4,4,4,2,2,2,2,2,2,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,1,NA,NA,3,2,-1--32,2,2,205,0,35,3,7,3,2,1,6,7,2012,1,3,1,1,1,1,1,1,4,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
154,NA,2,NA,NA,1,NA,-2--1-,1,2,205,0,35,3,6,3,6,1,11,7,2012,3,1,2,2,2,2,3,4,3,1,2,2,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
155,1,NA,2,3,NA,NA,1-23--,1,2,205,0,27,2,2,1,4,1,1,7,2011,1,1,5,2,2,2,4,4,3,1,-98,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA
156,1,NA,2,3,NA,NA,1-23--,0,2,205,0,33,3,9,2,6,1,1,6,2012,1,1,5,3,4,4,4,4,3,2,2,2,3,2,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1,NA,2,3,NA,NA,1-23--,3,2,205,0,22,3,8,2,8,1,11,6,2013,1,1,5,3,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
158,NA,2,NA,NA,1,NA,-2--1-,3,2,205,0,24,5,3,2,6,2,4,11,2013,3,1,5,3,4,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
159,NA,2,NA,NA,1,3,-2--13,1,2,205,0,25,2,7,4,4,1,14,3,2012,3,1,5,4,4,4,4,4,3,2,2,-98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
160,NA,2,NA,NA,1,3,-2--13,1,2,205,0,22,2,10,5,4,1,11,5,2013,3,1,2,2,1,1,1,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
161,1,NA,2,NA,NA,NA,1-2---,0,2,205,0,26,3,6,5,2,1,10,11,2011,1,1,1,1,1,1,4,4,4,1,2,1,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,NA,2,NA,NA,NA,1-2---,2,2,205,0,38,2,3,1,5,1,10,12,2011,1,1,2,2,1,1,4,4,3,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
163,NA,NA,NA,NA,NA,NA,------,3,2,205,0,23,3,10,2,5,1,11,1,2012,1,1,5,3,1,1,1,4,4,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
164,NA,2,NA,NA,1,NA,-2--1-,1,2,205,0,55,2,7,2,4,1,7,11,2011,3,1,1,1,1,1,1,4,4,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
165,1,NA,2,NA,NA,NA,1-2---,2,2,205,0,28,3,4,2,3,1,1,8,2014,1,1,5,5,1,1,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
166,NA,NA,NA,NA,NA,NA,------,3,2,205,0,29,2,5,2,5,1,11,7,2012,1,1,5,5,1,1,1,3,4,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
167,NA,NA,1,NA,NA,NA,--1---,0,2,205,1,24,2,5,2,5,1,11,9,2011,1,1,5,5,1,1,1,3,4,1,2,1,-98,2,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,------,1,2,205,1,28,3,4,2,3,1,14,9,2013,3,1,2,2,1,1,4,4,3,2,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
169,NA,2,NA,NA,1,3,-2--13,0,2,205,1,22,3,11,3,7,1,12,7,2014,3,1,2,2,1,1,3,4,4,1,2,-98,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,NA,2,NA,NA,1,3,-2--13,0,2,205,1,26,3,10,2,4,1,12,11,2013,3,1,2,2,1,1,4,4,4,1,-98,-98,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,NA,NA,NA,NA,NA,1-----,0,2,205,0,30,3,10,5,10,2,11,1,2013,1,1,5,3,4,4,4,4,3,4,2,3,2,2,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,NA,1,NA,NA,NA,NA,-1----,2,2,205,0,50,2,9,2,7,2,11,2,2012,1,1,5,3,4,4,4,4,3,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
173,NA,NA,NA,NA,1,NA,----1-,2,2,205,1,30,3,7,2,6,2,7,8,2014,3,1,5,4,3,3,4,4,3,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
174,NA,NA,NA,NA,NA,NA,------,3,2,205,1,27,2,6,2,6,2,6,11,2013,1,1,5,4,1,1,4,4,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
175,NA,1,NA,NA,NA,2,-1---2,1,2,205,1,40,2,5,4,9,2,4,2,2012,1,1,5,3,1,1,1,4,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
176,1,NA,2,NA,NA,NA,1-2---,1,2,205,1,28,4,3,2,4,1,1,3,2015,1,1,5,4,1,1,1,4,3,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
177,NA,2,NA,NA,1,3,-2--13,3,2,205,0,63,2,8,2,8,2,14,10,2011,3,1,5,4,1,1,1,4,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
178,NA,NA,NA,NA,1,NA,----1-,3,2,205,1,21,2,3,1,3,1,14,7,2014,3,1,5,4,1,2,2,4,3,2,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
179,NA,2,NA,NA,1,NA,-2--1-,2,2,205,1,22,5,6,3,3,1,14,8,2012,3,1,5,4,1,2,2,4,3,2,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
180,NA,NA,NA,NA,1,NA,----1-,0,2,205,1,24,3,5,2,3,1,14,7,2012,3,1,5,3,1,1,1,4,4,1,2,1,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,2,NA,NA,1,NA,-2--1-,1,2,205,0,48,2,9,3,9,2,11,7,2014,3,1,1,1,1,1,1,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
182,NA,1,NA,NA,NA,NA,-1----,2,2,205,0,29,6,11,3,4,1,11,3,2011,1,1,5,1,1,1,3,4,2,4,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
183,NA,NA,NA,NA,1,NA,----1-,3,2,205,0,21,2,5,2,5,1,11,9,2011,3,1,5,3,2,2,3,4,3,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
184,NA,1,NA,NA,NA,2,-1---2,3,2,203,1,52,2,7,3,5,1,6,12,2011,1,1,2,2,1,1,1,1,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
185,NA,1,NA,NA,3,2,-1--32,1,2,203,1,25,2,5,3,2,1,3,9,2014,1,4,1,1,3,3,3,4,4,2,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
186,NA,1,NA,NA,NA,NA,-1----,2,2,203,0,59,6,3,3,2,1,4,3,2011,1,1,5,5,3,3,4,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
187,NA,1,NA,NA,3,2,-1--32,2,2,203,0,32,2,4,3,4,2,3,6,2011,1,4,2,2,1,1,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
188,NA,1,NA,NA,NA,NA,-1----,2,2,201,0,27,2,7,2,2,1,13,7,2012,1,1,1,1,1,1,1,4,4,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
189,1,NA,2,3,NA,NA,1-23--,0,2,203,1,47,2,6,3,6,2,11,3,2012,1,1,5,5,2,2,4,4,2,2,2,3,1,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,NA,NA,NA,NA,1,NA,----1-,0,2,203,1,46,2,7,3,7,2,10,2,2013,3,1,5,5,2,2,4,4,4,1,2,3,1,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,NA,1,NA,NA,3,2,-1--32,1,2,203,1,51,2,6,3,6,2,11,7,2013,1,1,5,5,3,3,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
192,NA,1,NA,NA,3,2,-1--32,2,2,203,1,41,4,5,3,5,2,3,8,2013,1,4,1,1,1,1,3,4,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
193,NA,1,NA,NA,3,2,-1--32,1,2,201,1,52,2,9,2,9,2,11,2,2012,1,1,5,3,1,1,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
194,NA,1,NA,NA,3,2,-1--32,0,2,201,0,38,2,5,3,5,2,13,3,2013,1,1,5,3,2,2,2,4,2,4,2,3,1,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,1,NA,NA,3,2,-1--32,3,2,201,1,47,2,6,3,5,2,11,1,2012,1,1,5,3,1,1,1,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
196,NA,1,NA,NA,3,2,-1--32,1,2,201,1,34,2,4,2,4,1,12,6,2012,1,1,5,3,1,1,1,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
197,NA,1,NA,NA,3,2,-1--32,0,2,201,0,35,2,4,3,4,2,11,7,2013,1,2,5,3,1,1,3,4,3,3,2,3,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,1,NA,NA,3,2,-1--32,0,2,201,1,55,2,7,4,7,2,11,7,2012,1,2,5,3,-98,-98,-98,4,3,2,2,3,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,1,NA,NA,3,2,-1--32,1,2,201,0,21,4,8,3,8,1,11,6,2012,1,1,5,3,1,1,1,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
200,NA,1,NA,NA,3,2,-1--32,2,2,201,1,42,2,4,4,4,3,11,1,2012,1,1,1,1,1,1,3,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
201,NA,1,NA,NA,3,2,-1--32,2,2,201,1,47,5,4,4,4,2,12,11,2012,1,1,5,3,1,1,1,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
202,NA,1,NA,NA,2,3,-1--23,3,2,201,0,57,3,6,4,6,2,11,7,2012,3,1,5,3,1,1,1,4,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
203,NA,1,NA,NA,2,NA,-1--2-,0,2,201,1,24,3,6,2,3,1,11,8,2012,3,1,5,1,1,1,1,4,4,3,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,NA,1,NA,NA,NA,NA,-1----,0,2,201,0,35,2,11,4,9,2,11,6,2013,1,1,2,1,1,1,1,4,4,2,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,NA,1,NA,NA,NA,NA,-1----,1,2,201,1,30,2,5,2,2,1,13,2,2014,1,1,5,5,3,3,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
