unit,clark,officers,hahn,steinberg,schubert,brown,senators,ranking,treat,county,partyid,race,ideo_rating,education,work_for_law
943,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,4,1,NA,2,0
944,6,7,5,4,3,2,1,6754321,1,sacramento,1,4,6,4,0
945,1,7,6,5,4,2,3,1765423,0,los angeles,2,3,2,3,0
946,6,7,5,3,4,2,1,6753421,1,riverside,2,1,5,2,0
947,7,6,5,4,1,3,2,7654132,1,orange,3,3,NA,2,0
948,7,6,5,1,4,3,2,7651432,0,los angeles,2,1,4,4,0
949,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,3,1,NA,3,0
950,5,6,4,2,3,1,7,5642317,1,sacramento,2,2,5,2,1
951,6,5,3,2,1,7,4,6532174,2,riverside,NA,NA,NA,NA,NA
952,6,7,3,5,4,2,1,6735421,0,los angeles,3,1,4,3,1
953,7,6,5,3,4,2,1,7653421,0,sacramento,1,1,4,5,0
954,6,7,5,4,3,1,2,6754312,2,sacramento,2,1,2,5,0
955,3,7,6,5,4,1,2,3765412,1,los angeles,2,1,2,3,0
956,6,7,5,3,2,1,4,6753214,2,sacramento,2,4,3,4,0
957,7,6,4,5,3,1,2,7645312,1,sacramento,1,1,6,4,1
958,7,6,5,3,4,2,1,7653421,2,sacramento,1,1,6,3,0
959,7,6,1,3,2,5,4,7613254,0,sacramento,3,1,4,4,0
960,1,7,6,4,5,3,2,1764532,1,riverside,2,1,1,5,0
961,6,7,5,3,4,2,1,6753421,2,sacramento,2,1,1,2,0
962,7,1,2,5,3,6,4,7125364,0,sacramento,1,1,7,3,0
963,7,6,5,4,1,3,2,7654132,2,sacramento,1,1,4,3,0
964,3,7,6,1,5,2,4,3761524,0,sacramento,2,1,5,3,0
965,1,7,6,5,4,3,2,1765432,0,los angeles,2,3,1,3,0
966,7,4,5,3,6,1,2,7453612,2,sacramento,NA,NA,NA,NA,NA
967,7,1,2,4,3,6,5,7124365,2,orange,NA,NA,NA,NA,NA
968,1,2,3,7,5,4,6,1237546,2,los angeles,1,3,5,3,0
969,7,2,6,4,1,3,5,7264135,1,sacramento,2,4,2,2,0
970,6,7,5,4,3,2,1,6754321,2,orange,2,1,2,3,0
971,7,6,5,4,3,1,2,7654312,0,los angeles,3,1,4,3,0
972,3,5,4,6,7,2,1,3546721,0,sacramento,1,4,2,3,0
973,7,6,5,3,4,1,2,7653412,0,sacramento,3,4,NA,4,0
974,7,6,5,3,4,2,1,7653421,2,sacramento,3,1,NA,3,0
975,7,5,3,2,6,4,1,7532641,0,los angeles,1,4,5,3,1
976,1,7,6,4,5,3,2,1764532,1,orange,3,2,4,3,0
977,3,7,6,1,2,5,4,3761254,0,orange,1,1,5,3,0
978,2,7,5,4,6,1,3,2754613,1,los angeles,NA,NA,NA,NA,NA
979,1,7,2,4,3,5,6,1724356,2,orange,2,1,NA,3,0
980,6,7,5,3,4,2,1,6753421,1,orange,1,1,6,4,0
981,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,2,4,3,4,0
982,1,7,6,2,5,3,4,1762534,2,orange,3,2,NA,3,0
983,6,7,1,3,2,5,4,6713254,0,los angeles,4,3,NA,2,0
984,7,6,5,3,4,1,2,7653412,1,riverside,2,1,2,4,0
985,7,1,2,3,5,4,6,7123546,2,sacramento,1,1,5,2,0
986,1,7,4,3,6,2,5,1743625,0,orange,4,1,NA,2,0
987,7,6,5,3,4,2,1,7653421,0,los angeles,4,1,3,4,0
988,5,6,7,4,3,2,1,5674321,2,sacramento,2,4,2,4,0
989,6,7,5,3,4,1,2,6753412,0,sacramento,2,1,2,5,0
990,6,7,5,3,4,2,1,6753421,2,riverside,2,1,5,2,0
991,7,1,2,6,5,3,4,7126534,0,sacramento,2,1,3,4,0
992,6,7,4,3,5,1,2,6743512,0,orange,2,1,2,3,0
993,7,6,5,4,3,1,2,7654312,1,los angeles,1,1,6,3,0
994,1,7,5,6,2,4,3,1756243,0,sacramento,4,1,NA,2,0
995,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,1,3,6,3,0
996,2,7,6,5,1,3,4,2765134,2,orange,1,4,6,5,0
997,4,7,6,5,3,2,1,4765321,1,sacramento,1,1,5,5,0
998,6,7,5,3,4,1,2,6753412,1,sacramento,2,1,2,3,0
999,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
1000,1,7,6,4,5,3,2,1764532,1,orange,2,1,2,3,0
1001,7,5,6,4,3,2,1,7564321,0,sacramento,2,1,2,2,0
1002,7,1,2,5,3,6,4,7125364,0,sacramento,1,1,6,3,0
1003,3,5,7,4,6,2,1,3574621,1,orange,NA,NA,NA,NA,NA
1004,7,5,6,1,3,2,4,7561324,2,sacramento,2,1,4,3,1
1005,1,7,6,4,5,2,3,1764523,2,riverside,4,1,1,3,0
1006,NA,NA,NA,NA,NA,NA,NA,-------,0,orange,1,1,6,3,1
1007,3,7,6,4,5,2,1,3764521,0,sacramento,2,1,3,5,0
1008,6,7,5,3,4,2,1,6753421,1,sacramento,2,1,2,4,0
1009,6,7,5,4,3,2,1,6754321,0,riverside,1,1,5,4,1
1010,1,7,6,5,3,4,2,1765342,1,riverside,2,3,3,2,0
1011,7,6,5,3,4,2,1,7653421,2,sacramento,2,1,2,3,0
1012,1,6,5,3,4,2,7,1653427,2,riverside,4,4,NA,3,0
1013,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
1014,5,6,7,4,3,2,1,5674321,2,sacramento,2,1,2,5,0
1015,7,1,2,4,3,6,5,7124365,0,riverside,1,1,6,3,0
1016,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,3,1,5,5,1
1017,6,5,7,3,2,1,4,6573214,0,sacramento,2,1,2,4,1
1018,7,6,5,4,3,1,2,7654312,1,sacramento,2,4,5,4,0
1019,6,7,4,5,3,2,1,6745321,0,los angeles,1,1,5,3,0
1020,6,7,5,3,4,2,1,6753421,0,orange,2,3,2,4,0
1021,1,7,6,5,4,3,2,1765432,0,riverside,3,1,1,3,0
1022,7,6,5,4,3,2,1,7654321,2,sacramento,NA,NA,NA,NA,NA
1023,1,7,6,3,5,2,4,1763524,2,riverside,3,3,3,2,0
1024,6,7,5,4,3,2,1,6754321,2,sacramento,3,4,4,4,0
1025,2,7,6,5,1,3,4,2765134,2,sacramento,2,1,3,5,0
1026,7,1,2,3,4,6,5,7123465,2,orange,3,1,4,3,0
1027,7,6,5,4,3,2,1,7654321,2,sacramento,2,1,2,4,0
1028,1,7,6,4,5,2,3,1764523,0,orange,2,1,3,4,1
1029,7,6,5,4,1,3,2,7654132,1,sacramento,1,1,6,5,0
1030,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,1,1,6,3,0
1031,6,7,2,3,5,4,1,6723541,2,sacramento,2,2,NA,3,1
1032,6,7,5,3,4,2,1,6753421,0,orange,1,1,5,4,0
1033,6,7,5,4,2,1,3,6754213,2,riverside,2,5,6,3,0
1034,4,7,6,5,3,2,1,4765321,1,los angeles,2,2,1,5,0
1035,1,7,6,4,5,2,3,1764523,0,orange,2,1,2,3,0
1036,1,7,6,5,4,3,2,1765432,2,orange,NA,NA,NA,NA,NA
1037,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
1038,6,7,5,2,1,4,3,6752143,2,los angeles,2,3,4,4,0
1039,7,6,5,4,3,1,2,7654312,0,sacramento,1,1,5,3,0
1040,7,1,3,4,2,5,6,7134256,2,sacramento,1,1,7,4,0
1041,7,1,2,3,5,6,4,7123564,0,sacramento,1,1,5,3,0
1042,1,7,6,5,2,4,3,1765243,1,sacramento,3,3,3,2,0
1043,7,2,1,6,3,5,4,7216354,0,sacramento,4,1,NA,3,1
1044,1,5,7,3,6,4,2,1573642,1,riverside,2,2,4,2,0
1045,6,7,5,3,4,2,1,6753421,1,los angeles,1,1,1,4,0
1046,6,7,5,2,3,1,4,6752314,0,orange,2,4,3,3,0
1047,7,6,5,3,4,2,1,7653421,2,sacramento,2,3,4,2,0
1048,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
1049,1,7,6,4,5,2,3,1764523,1,sacramento,2,1,2,4,0
1050,1,7,6,2,3,4,5,1762345,2,orange,1,3,5,2,0
1051,6,3,4,7,1,5,2,6347152,1,sacramento,NA,NA,NA,NA,NA
1052,7,1,2,5,3,6,4,7125364,0,sacramento,1,1,5,3,0
1053,1,7,6,5,4,2,3,1765423,1,los angeles,2,4,1,5,0
1054,6,7,5,2,4,1,3,6752413,0,sacramento,3,1,4,2,0
1055,1,7,6,3,4,2,5,1763425,1,riverside,1,3,4,3,0
1056,7,1,5,6,4,2,3,7156423,1,orange,2,3,2,2,0
1057,5,7,6,2,1,4,3,5762143,1,los angeles,2,1,3,3,0
1058,6,7,4,3,5,2,1,6743521,1,sacramento,2,1,1,5,0
1059,1,7,5,3,4,6,2,1753462,2,sacramento,3,3,NA,1,0
1060,2,7,6,4,5,1,3,2764513,1,sacramento,3,1,NA,2,0
1061,6,7,5,3,4,2,1,6753421,1,sacramento,NA,NA,NA,NA,NA
1062,7,6,5,2,4,3,1,7652431,1,orange,2,1,NA,3,0
1063,7,1,3,2,4,5,6,7132456,1,sacramento,1,1,6,5,0
1064,5,6,7,4,3,2,1,5674321,1,sacramento,NA,NA,NA,NA,NA
1065,1,7,6,4,5,2,3,1764523,0,los angeles,2,2,3,3,0
1066,7,6,5,4,3,2,1,7654321,0,los angeles,2,1,3,5,0
1067,7,2,1,5,3,4,6,7215346,1,sacramento,1,1,5,4,0
1068,3,7,5,4,6,1,2,3754612,0,sacramento,2,1,1,3,0
1069,6,7,5,3,4,1,2,6753412,0,riverside,3,2,4,3,0
1070,7,6,2,3,1,4,5,7623145,2,sacramento,1,1,6,3,0
1071,6,7,5,3,4,1,2,6753412,2,los angeles,2,1,5,2,0
1072,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
1073,1,7,6,5,4,2,3,1765423,2,orange,2,1,2,2,0
1074,4,7,2,3,1,6,5,4723165,0,orange,2,4,4,4,1
1075,5,7,6,3,4,2,1,5763421,0,sacramento,4,2,4,3,1
1076,6,7,5,3,4,1,2,6753412,2,orange,1,1,6,3,0
1077,3,1,2,4,7,5,6,3124756,2,orange,1,1,NA,3,0
1078,6,7,5,3,4,2,1,6753421,2,sacramento,2,1,3,5,0
1079,7,6,5,2,4,3,1,7652431,1,sacramento,1,1,4,4,0
1080,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,NA,NA,NA,NA,NA
1081,5,7,4,6,2,3,1,5746231,2,sacramento,4,1,NA,2,0
1082,7,4,6,5,2,1,3,7465213,1,riverside,NA,NA,NA,NA,NA
1083,1,4,2,5,6,7,3,1425673,1,los angeles,2,2,4,2,0
1084,1,7,6,3,5,2,4,1763524,2,riverside,NA,NA,NA,NA,NA
1085,7,6,5,4,3,2,1,7654321,0,sacramento,2,1,3,3,0
1086,7,6,5,4,3,1,2,7654312,2,sacramento,NA,NA,NA,NA,NA
1087,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,NA,NA,NA,NA,NA
1088,1,7,6,4,5,3,2,1764532,2,sacramento,2,2,2,4,0
1089,6,7,5,4,3,2,1,6754321,1,sacramento,NA,NA,NA,NA,NA
1090,1,7,6,5,4,3,2,1765432,1,los angeles,2,1,2,5,0
1091,2,7,6,5,4,3,1,2765431,2,los angeles,2,1,2,3,0
1092,1,7,6,4,5,2,3,1764523,0,riverside,2,3,NA,2,0
1093,6,7,5,4,3,1,2,6754312,0,sacramento,2,1,4,3,0
1094,7,6,1,2,3,5,4,7612354,0,riverside,1,1,7,4,0
1095,5,7,6,3,2,1,4,5763214,0,riverside,NA,NA,NA,NA,NA
1096,6,7,5,2,4,1,3,6752413,2,orange,NA,NA,NA,NA,NA
1097,4,7,2,1,6,5,3,4721653,2,orange,NA,NA,NA,NA,NA
1098,1,7,5,4,6,3,2,1754632,1,orange,NA,NA,NA,NA,NA
1099,7,6,5,4,3,2,1,7654321,2,sacramento,1,2,5,4,0
1100,6,5,3,2,1,7,4,6532174,2,riverside,1,1,7,3,0
1101,6,7,5,4,2,1,3,6754213,0,sacramento,2,1,2,4,0
1102,6,4,3,1,2,7,5,6431275,2,los angeles,4,1,4,2,0
1103,1,7,6,5,4,2,3,1765423,0,orange,2,1,1,2,0
1104,1,7,6,2,5,4,3,1762543,1,sacramento,1,1,2,2,1
1105,1,4,2,3,5,6,7,1423567,1,orange,4,4,NA,4,1
1106,1,7,6,3,5,4,2,1763542,0,sacramento,2,4,1,4,0
1107,5,7,6,4,3,1,2,5764312,0,los angeles,2,1,NA,3,0
1108,7,6,5,4,3,1,2,7654312,1,orange,3,3,NA,2,0
1109,7,6,5,2,4,3,1,7652431,1,los angeles,2,3,2,3,0
1110,7,1,2,4,3,5,6,7124356,0,sacramento,4,1,NA,2,0
1111,6,5,1,4,2,7,3,6514273,1,sacramento,1,1,6,3,0
1112,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,1,1,3,3,0
1113,1,7,6,4,5,3,2,1764532,0,los angeles,2,1,1,3,0
1114,6,7,5,2,4,3,1,6752431,2,sacramento,2,4,3,3,0
1115,NA,NA,NA,NA,NA,NA,NA,-------,2,los angeles,NA,NA,NA,NA,NA
1116,6,7,5,3,4,2,1,6753421,1,los angeles,3,4,NA,4,0
1117,7,6,5,3,2,4,1,7653241,2,riverside,1,1,4,2,0
1118,6,7,5,4,3,2,1,6754321,1,riverside,2,4,6,3,0
1119,1,7,5,4,2,6,3,1754263,1,los angeles,2,1,3,3,0
1120,7,6,1,3,2,4,5,7613245,2,orange,1,1,5,4,0
1121,1,7,6,5,4,3,2,1765432,1,sacramento,2,1,4,3,0
1122,7,6,1,4,3,2,5,7614325,0,sacramento,3,1,4,3,0
1123,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,3,3,NA,3,0
1124,5,1,2,4,3,6,7,5124367,0,sacramento,4,1,5,3,0
1125,1,7,6,3,5,2,4,1763524,0,riverside,2,3,4,3,0
1126,5,7,6,2,1,4,3,5762143,1,orange,1,1,6,3,0
1127,1,7,6,5,4,3,2,1765432,2,los angeles,2,2,2,3,0
1128,1,7,6,5,4,3,2,1765432,1,los angeles,2,1,1,1,0
1129,6,7,5,3,4,2,1,6753421,0,sacramento,2,1,4,3,0
1130,1,6,7,4,5,2,3,1674523,0,riverside,2,3,4,4,0
1131,2,7,1,5,3,6,4,2715364,1,sacramento,3,3,NA,4,0
1132,7,6,4,3,1,2,5,7643125,2,sacramento,3,1,6,5,0
1133,6,7,5,3,4,1,2,6753412,1,orange,NA,NA,NA,NA,NA
1134,1,7,6,4,5,3,2,1764532,2,orange,2,1,2,2,0
1135,6,7,5,3,1,4,2,6753142,1,riverside,4,1,NA,2,0
1136,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
1137,4,3,6,2,1,7,5,4362175,0,riverside,NA,NA,NA,NA,NA
1138,6,7,5,2,3,4,1,6752341,1,sacramento,3,1,NA,2,0
1139,7,6,5,1,2,3,4,7651234,0,orange,1,1,NA,3,0
1140,7,6,2,3,5,1,4,7623514,2,los angeles,4,2,NA,2,0
1141,7,6,2,3,1,5,4,7623154,2,sacramento,1,1,6,3,0
1142,6,5,7,3,4,1,2,6573412,1,orange,2,1,2,3,0
1143,7,6,5,3,4,2,1,7653421,1,orange,1,1,5,4,0
1144,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,2,1,1,3,0
1145,4,7,6,5,3,1,2,4765312,1,sacramento,3,1,3,2,1
1146,6,7,5,4,3,2,1,6754321,0,riverside,2,2,3,3,0
1147,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
1148,7,6,5,2,4,3,1,7652431,2,sacramento,1,1,4,2,0
1149,6,7,5,3,4,2,1,6753421,2,riverside,3,4,NA,2,0
1150,7,1,2,4,3,5,6,7124356,1,los angeles,1,1,6,3,1
1151,4,7,6,5,3,2,1,4765321,1,sacramento,2,4,2,4,0
1152,3,4,1,7,5,6,2,3417562,2,los angeles,1,1,4,4,1
1153,1,7,6,4,3,2,5,1764325,2,orange,2,1,2,4,0
1154,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,NA,NA,NA,NA,NA
1155,7,6,3,4,2,1,5,7634215,2,orange,1,1,6,4,0
1156,4,3,1,5,7,2,6,4315726,2,riverside,2,4,4,4,1
1157,6,7,5,4,3,2,1,6754321,1,los angeles,1,4,4,3,0
1158,1,7,6,4,5,2,3,1764523,2,los angeles,2,3,2,3,0
1159,7,6,5,1,3,4,2,7651342,1,sacramento,2,1,2,4,0
1160,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
1161,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,2,1,4,2,0
1162,6,7,5,3,4,2,1,6753421,0,los angeles,2,1,4,5,0
1163,1,3,4,5,2,6,7,1345267,2,los angeles,NA,NA,NA,NA,NA
1164,7,6,5,3,4,2,1,7653421,2,sacramento,2,5,5,4,0
1165,1,7,6,5,4,3,2,1765432,0,sacramento,2,2,3,3,0
1166,1,7,6,3,5,4,2,1763542,0,sacramento,3,1,NA,4,0
1167,1,4,2,7,5,6,3,1427563,2,riverside,1,1,3,2,1
1168,2,6,5,3,4,1,7,2653417,1,riverside,2,3,3,3,0
1169,7,6,4,2,3,5,1,7642351,0,orange,1,1,6,3,0
1170,3,7,6,2,1,5,4,3762154,1,los angeles,2,1,4,5,0
1171,7,2,4,1,3,6,5,7241365,2,sacramento,2,1,2,4,1
1172,5,7,4,6,3,1,2,5746312,1,los angeles,NA,NA,NA,NA,NA
1173,7,6,3,5,1,4,2,7635142,0,sacramento,2,1,NA,3,0
1174,7,6,5,3,4,2,1,7653421,1,orange,1,1,4,4,0
1175,7,4,5,3,2,6,1,7453261,0,orange,NA,NA,NA,NA,0
1176,3,7,6,4,5,2,1,3764521,0,sacramento,2,1,1,5,0
1177,1,7,5,4,6,3,2,1754632,1,sacramento,2,1,2,3,0
1178,7,3,5,4,6,2,1,7354621,0,sacramento,2,3,4,3,0
1179,5,7,6,3,4,2,1,5763421,1,riverside,2,1,3,4,0
1180,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,1,1,6,3,0
1181,7,6,5,1,4,2,3,7651423,2,riverside,2,1,2,3,0
1182,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,2,1,3,2,0
1183,5,6,7,2,1,3,4,5672134,2,sacramento,2,1,4,4,0
1184,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
1185,3,7,6,5,4,2,1,3765421,0,sacramento,2,1,1,3,0
1186,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
1187,7,6,5,4,3,2,1,7654321,0,los angeles,1,4,6,4,0
1188,7,2,4,3,5,1,6,7243516,0,riverside,2,1,2,3,0
1189,2,7,6,1,3,4,5,2761345,0,riverside,3,1,NA,2,0
1190,NA,NA,NA,NA,NA,NA,NA,-------,1,riverside,NA,NA,NA,NA,NA
1191,1,7,6,5,4,3,2,1765432,0,sacramento,2,3,1,5,0
1192,7,6,3,2,1,5,4,7632154,1,riverside,1,1,5,3,1
1193,6,3,1,5,4,7,2,6315472,2,orange,3,1,4,2,1
1194,NA,NA,NA,NA,NA,NA,NA,-------,2,sacramento,NA,NA,NA,NA,NA
1195,7,4,2,5,1,3,6,7425136,1,riverside,1,1,1,3,1
1196,6,7,5,3,4,2,1,6753421,2,sacramento,2,1,2,5,1
1197,2,7,6,3,5,1,4,2763514,0,riverside,4,1,4,3,0
1198,7,6,4,3,5,2,1,7643521,2,sacramento,2,1,4,3,0
1199,1,7,5,6,3,4,2,1756342,1,los angeles,2,2,NA,2,0
1200,6,7,5,4,2,3,1,6754231,2,sacramento,2,1,4,4,0
1201,7,6,5,3,4,2,1,7653421,0,sacramento,2,3,2,4,0
1202,6,7,5,4,1,2,3,6754123,2,riverside,2,1,4,3,0
1203,1,7,6,5,3,4,2,1765342,1,los angeles,1,1,3,5,0
1204,1,7,6,3,5,4,2,1763542,1,orange,2,3,4,3,0
1205,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,2,1,4,3,0
1206,7,6,2,5,3,1,4,7625314,1,riverside,1,5,4,5,0
1207,6,7,5,4,3,2,1,6754321,1,orange,1,1,6,4,0
1208,1,7,5,3,2,4,6,1753246,2,sacramento,4,1,NA,1,0
1209,6,7,5,3,2,4,1,6753241,2,los angeles,2,1,3,4,0
1210,7,6,4,3,5,1,2,7643512,0,sacramento,2,1,4,4,0
1211,6,7,5,4,3,2,1,6754321,1,los angeles,1,1,4,3,0
1212,7,6,5,2,3,4,1,7652341,0,sacramento,3,1,NA,2,0
1213,1,7,6,4,5,3,2,1764532,1,sacramento,2,1,2,4,0
1214,7,6,4,1,3,2,5,7641325,2,riverside,4,1,4,5,0
1215,6,7,5,4,1,2,3,6754123,1,sacramento,3,1,4,5,0
1216,3,5,1,6,4,7,2,3516472,0,riverside,2,3,NA,3,0
1217,1,7,6,4,3,5,2,1764352,1,los angeles,2,4,4,4,0
1218,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,4,3,NA,1,0
1219,7,6,5,3,4,2,1,7653421,2,sacramento,NA,NA,NA,NA,NA
1220,1,7,6,5,4,2,3,1765423,1,riverside,3,1,4,2,0
1221,6,7,5,4,3,2,1,6754321,2,sacramento,2,1,4,4,0
1222,7,6,5,3,4,1,2,7653412,0,sacramento,2,5,4,5,0
1223,7,6,5,2,1,3,4,7652134,1,sacramento,2,1,4,2,0
1224,1,7,6,5,2,4,3,1765243,0,sacramento,2,1,NA,3,0
1225,4,3,1,5,6,2,7,4315627,0,riverside,3,2,NA,3,0
1226,7,6,5,3,4,2,1,7653421,2,sacramento,1,1,6,3,0
1227,7,6,5,4,1,3,2,7654132,0,sacramento,1,1,6,4,0
1228,7,2,1,5,3,4,6,7215346,0,sacramento,1,1,1,2,0
1229,1,2,5,7,6,3,4,1257634,2,orange,2,1,4,3,1
1230,1,7,6,2,4,3,5,1762435,2,riverside,4,3,NA,3,0
1231,3,7,6,4,2,5,1,3764251,1,los angeles,2,1,5,2,0
1232,1,7,6,5,2,4,3,1765243,2,orange,4,4,4,5,0
1233,NA,NA,NA,NA,NA,NA,NA,-------,2,riverside,3,3,6,2,1
1234,3,7,6,4,5,2,1,3764521,0,riverside,2,1,2,2,0
1235,6,5,7,3,4,1,2,6573412,1,orange,2,1,5,4,0
1236,3,7,6,4,5,2,1,3764521,1,orange,2,2,1,4,0
1237,6,7,5,4,3,1,2,6754312,2,sacramento,1,1,5,4,0
1238,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,NA,NA,NA,NA,NA
1239,1,7,6,5,3,2,4,1765324,1,orange,NA,NA,NA,NA,NA
1240,1,7,6,4,2,5,3,1764253,1,sacramento,NA,NA,NA,NA,NA
1241,7,6,5,4,3,2,1,7654321,0,sacramento,2,1,4,5,0
1242,1,7,6,3,2,5,4,1763254,1,los angeles,NA,NA,NA,NA,NA
1243,NA,NA,NA,NA,NA,NA,NA,-------,1,sacramento,NA,NA,NA,NA,NA
1244,6,7,5,3,1,4,2,6753142,2,riverside,1,3,6,5,0
1245,NA,NA,NA,NA,NA,NA,NA,-------,1,orange,NA,NA,NA,NA,NA
1246,7,3,6,2,4,1,5,7362415,1,sacramento,3,1,4,3,0
1247,NA,NA,NA,NA,NA,NA,NA,-------,2,orange,NA,NA,NA,NA,NA
1248,2,7,4,3,6,5,1,2743651,2,sacramento,3,2,6,4,1
1249,7,6,5,2,4,3,1,7652431,0,orange,2,1,5,3,0
1250,1,7,6,4,2,5,3,1764253,0,orange,1,3,4,3,0
1251,6,7,5,3,4,2,1,6753421,0,orange,2,1,2,4,0
1252,7,1,2,4,3,5,6,7124356,2,orange,2,4,4,4,0
1253,7,1,2,6,5,4,3,7126543,2,sacramento,1,4,NA,4,0
1254,4,7,6,3,5,1,2,4763512,2,sacramento,3,5,3,5,0
1255,7,6,5,4,2,3,1,7654231,2,riverside,1,5,4,3,0
1256,3,2,6,7,4,1,5,3267415,0,orange,1,3,1,2,1
1257,2,7,6,3,5,1,4,2763514,0,los angeles,2,3,4,5,0
1258,7,4,5,2,6,1,3,7452613,0,orange,NA,NA,NA,NA,NA
1259,7,1,3,4,2,6,5,7134265,1,sacramento,1,1,5,5,1
1260,7,4,2,1,3,5,6,7421356,2,sacramento,1,4,5,5,0
1261,2,7,3,4,5,1,6,2734516,0,riverside,2,2,7,3,1
1262,6,7,5,3,4,2,1,6753421,2,sacramento,NA,NA,NA,NA,NA
1263,NA,NA,NA,NA,NA,NA,NA,-------,0,sacramento,1,1,7,3,0
1264,1,7,6,4,5,3,2,1764532,2,riverside,3,1,3,3,0
1265,1,7,6,3,5,2,4,1763524,2,orange,2,1,2,3,0
1266,6,7,5,4,3,1,2,6754312,2,los angeles,NA,NA,NA,NA,NA
1267,5,3,4,6,1,2,7,5346127,1,los angeles,2,3,1,2,1
1268,7,6,1,3,2,4,5,7613245,2,sacramento,3,3,4,3,1
1269,6,7,5,3,4,2,1,6753421,0,sacramento,2,3,2,3,0
1270,4,5,1,3,7,6,2,4513762,2,los angeles,1,1,1,3,0
1271,7,6,5,3,4,1,2,7653412,0,sacramento,2,1,2,3,0
1272,7,3,6,2,4,1,5,7362415,2,sacramento,1,1,4,2,0
1273,7,1,2,4,3,6,5,7124365,1,riverside,1,1,5,3,1
1274,NA,NA,NA,NA,NA,NA,NA,-------,2,los angeles,NA,NA,NA,NA,NA
1275,5,7,6,3,4,2,1,5763421,1,los angeles,3,4,4,4,0
1276,5,7,6,4,2,1,3,5764213,0,los angeles,1,1,NA,3,0
1277,2,7,6,4,3,1,5,2764315,1,los angeles,3,3,5,3,0
1278,4,1,2,6,5,7,3,4126573,0,los angeles,2,3,4,2,0
1279,1,7,6,3,4,5,2,1763452,2,riverside,2,2,6,2,0
1280,1,7,6,3,5,4,2,1763542,0,riverside,3,2,4,4,0
1281,4,7,6,5,3,1,2,4765312,1,los angeles,1,1,6,3,0
1282,6,5,7,2,4,1,3,6572413,1,los angeles,2,3,3,2,0
1283,5,7,6,4,3,1,2,5764312,0,orange,2,1,2,4,0
1284,7,1,2,3,4,5,6,7123456,1,sacramento,1,1,6,4,0
1285,4,7,6,3,5,2,1,4763521,0,los angeles,1,1,4,4,0
1286,7,6,4,2,3,1,5,7642315,0,los angeles,1,1,4,3,0
1287,2,4,1,7,5,3,6,2417536,2,riverside,1,4,5,3,0
1288,1,7,6,3,5,4,2,1763542,1,riverside,3,3,NA,2,0
1289,NA,NA,NA,NA,NA,NA,NA,-------,0,los angeles,2,4,4,3,0
1290,4,7,6,3,2,5,1,4763251,2,sacramento,3,1,4,2,0
1291,7,6,3,4,1,2,5,7634125,0,riverside,2,1,4,3,1
1292,3,5,1,2,4,6,7,3512467,0,riverside,4,3,3,1,1
1293,7,6,5,4,3,1,2,7654312,2,sacramento,2,1,2,5,0
1294,6,7,5,3,4,2,1,6753421,0,los angeles,NA,NA,NA,NA,NA
1295,NA,NA,NA,NA,NA,NA,NA,-------,1,los angeles,NA,NA,NA,NA,NA
1296,6,7,5,3,4,1,2,6753412,0,sacramento,2,4,2,4,1
1297,1,7,6,4,5,3,2,1764532,0,sacramento,2,4,NA,4,0
1298,1,7,6,5,2,4,3,1765243,2,los angeles,2,2,NA,3,0
1299,5,6,1,3,4,7,2,5613472,1,riverside,1,3,1,2,0
1300,7,6,5,3,4,2,1,7653421,1,sacramento,2,4,4,4,0
1301,7,1,2,5,6,3,4,7125634,1,sacramento,3,3,4,4,0
